age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country
58,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
43,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States
42,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
34,Private,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,40,United-States
22,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States
58,Local-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States
38,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
70,Private,9th,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,18,United-States
30,Private,Assoc-voc,11,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,45,United-States
52,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
31,Private,Assoc-voc,11,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States
33,Private,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,United-States
59,Private,Masters,14,Married-civ-spouse,Craft-repair,Wife,Asian-Pac-Islander,Female,0,0,35,Philippines
32,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,68,United-States
28,State-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States
23,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States
18,?,11th,7,Never-married,?,Own-child,White,Female,0,0,35,United-States
54,Private,Some-college,10,Divorced,Craft-repair,Unmarried,White,Female,0,0,48,United-States
42,Self-emp-inc,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,60,United-States
44,Private,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,45,United-States
32,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
42,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States
55,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,60,United-States
36,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,China
50,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
32,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
27,Private,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States
18,?,Some-college,10,Never-married,?,Own-child,White,Female,0,0,20,?
27,Federal-gov,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
28,Self-emp-not-inc,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,30,United-States
28,Private,HS-grad,9,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States
37,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,Black,Male,15024,0,45,United-States
52,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,95,United-States
31,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,50,India
25,Private,HS-grad,9,Never-married,Adm-clerical,Other-relative,Black,Female,0,0,40,United-States
56,Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
50,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
23,Private,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
36,Self-emp-not-inc,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,30,?
32,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
39,Private,Assoc-voc,11,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States
52,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
47,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Scotland
26,Private,5th-6th,3,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,Columbia
32,Private,10th,6,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Mexico
30,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States
40,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,55,United-States
47,Private,12th,8,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
30,Private,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States
65,Private,Some-college,10,Widowed,Sales,Other-relative,White,Female,0,0,45,United-States
21,Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States
18,?,HS-grad,9,Never-married,?,Own-child,White,Female,0,0,60,United-States
24,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40,United-States
27,?,Some-college,10,Divorced,?,Own-child,White,Male,0,0,40,United-States
20,Self-emp-not-inc,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,2258,10,United-States
42,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,42,United-States
37,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,30,United-States
71,?,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,0,2149,24,United-States
51,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,England
31,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
54,Private,7th-8th,4,Divorced,Machine-op-inspct,Unmarried,White,Female,0,3900,40,United-States
22,?,Some-college,10,Never-married,?,Not-in-family,White,Male,0,0,25,United-States
53,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40,United-States
47,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,7688,0,40,United-States
30,Private,11th,7,Divorced,Sales,Own-child,White,Male,0,0,40,United-States
58,Private,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,60,United-States
21,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States
29,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,Scotland
47,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
54,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,36,United-States
22,Private,HS-grad,9,Never-married,Sales,Own-child,Black,Female,0,0,40,United-States
35,Private,HS-grad,9,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States
36,Self-emp-not-inc,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,70,United-States
19,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,30,United-States
29,State-gov,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
57,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,Cuba
24,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Own-child,White,Female,0,0,40,United-States
39,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States
62,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States
54,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
59,Private,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,?
47,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States
29,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Male,0,0,55,United-States
20,Private,12th,8,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,Mexico
24,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,45,United-States
64,Private,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Cuba
53,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,60,United-States
39,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States
48,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States
50,State-gov,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
43,Private,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,Black,Male,0,0,40,United-States
32,Self-emp-not-inc,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,1340,45,United-States
32,Private,Bachelors,13,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States
32,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,0,0,40,China
68,Private,Prof-school,15,Widowed,Prof-specialty,Unmarried,White,Female,0,0,16,United-States
34,Private,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,0,0,40,United-States
32,Local-gov,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
40,Private,Some-college,10,Divorced,Tech-support,Unmarried,White,Female,0,213,40,United-States
32,Local-gov,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,30,Japan
30,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
28,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
62,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,4064,0,35,England
41,Private,11th,7,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States
53,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
32,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States
17,Self-emp-inc,10th,6,Never-married,Sales,Own-child,White,Male,0,0,15,United-States
47,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States
20,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,15,United-States
28,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
28,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,46,United-States
41,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1485,44,United-States
36,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States
34,Self-emp-not-inc,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,1974,30,United-States
42,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
58,Private,7th-8th,4,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,33,United-States
32,Private,HS-grad,9,Married-AF-spouse,Other-service,Other-relative,White,Female,0,0,10,United-States
35,Self-emp-not-inc,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
38,Private,Bachelors,13,Never-married,Other-service,Own-child,White,Female,0,0,35,United-States
72,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States
55,Private,10th,6,Widowed,Craft-repair,Unmarried,Black,Female,0,0,40,United-States
50,State-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1485,40,United-States
39,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States
31,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,35,United-States
23,Private,HS-grad,9,Never-married,Tech-support,Own-child,White,Male,0,0,50,United-States
28,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,40,Cuba
59,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,48,United-States
27,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States
25,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States
22,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
43,Private,Bachelors,13,Separated,Exec-managerial,Unmarried,White,Male,8614,0,40,United-States
49,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
28,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
39,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,20,United-States
38,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,45,United-States
47,Local-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,40,United-States
48,Private,10th,6,Never-married,Priv-house-serv,Other-relative,White,Female,0,0,40,United-States
43,Private,HS-grad,9,Separated,Adm-clerical,Not-in-family,Black,Female,0,0,32,United-States
82,?,Assoc-voc,11,Widowed,?,Not-in-family,White,Female,0,0,8,United-States
57,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,16,United-States
62,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,10,United-States
36,Federal-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,2258,40,United-States
45,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,3411,0,40,United-States
21,Local-gov,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States
73,Private,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,7,United-States
53,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,2002,45,United-States
55,Self-emp-not-inc,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1887,70,United-States
43,?,HS-grad,9,Never-married,?,Other-relative,White,Female,0,0,40,United-States
21,Local-gov,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,20,United-States
42,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States
82,?,7th-8th,4,Widowed,?,Not-in-family,White,Male,0,0,5,United-States
50,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,84,United-States
40,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States
21,?,Some-college,10,Never-married,?,Own-child,White,Male,0,0,20,United-States
35,Self-emp-not-inc,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
31,Private,Some-college,10,Never-married,Craft-repair,Unmarried,White,Male,0,0,42,Mexico
61,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
50,Federal-gov,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States
36,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States
43,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
19,State-gov,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,15,United-States
33,Private,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States
60,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42,United-States
50,Federal-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
40,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,1977,45,Hong
63,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,35,United-States
55,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States
36,Private,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States
49,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States
18,Private,12th,8,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States
34,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States
27,Private,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,16,United-States
37,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,60,United-States
38,State-gov,Assoc-voc,11,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States
37,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
44,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States
26,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
48,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,United-States
20,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States
34,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,38,United-States
40,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1977,60,United-States
28,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
75,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2149,35,United-States
