row_id,age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,timestamp
25,59,Private,HS-grad,9,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,2025-07-01T00:00:17.252340
26,56,Local-gov,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,2025-07-01T00:00:18.111508
27,19,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,2025-07-01T00:00:18.977949
28,54,?,Some-college,10,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,0,0,60,South,2025-07-01T00:00:19.851408
29,39,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,80,United-States,2025-07-01T00:00:20.731647
30,49,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,2025-07-01T00:00:21.618445
31,23,Local-gov,Assoc-acdm,12,Never-married,Protective-serv,Not-in-family,White,Male,0,0,52,United-States,2025-07-01T00:00:22.511592
32,20,Private,Some-college,10,Never-married,Sales,Own-child,Black,Male,0,0,44,United-States,2025-07-01T00:00:23.410893
33,45,Private,Bachelors,13,Divorced,Exec-managerial,Own-child,White,Male,0,1408,40,United-States,2025-07-01T00:00:24.316166
34,30,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Own-child,White,Male,0,0,40,United-States,2025-07-01T00:00:25.227235
35,22,State-gov,Some-college,10,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,15,United-States,2025-07-01T00:00:26.143939
36,48,Private,11th,7,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,40,Puerto-Rico,2025-07-01T00:00:27.066122
37,21,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,2025-07-01T00:00:27.993640
38,19,Private,HS-grad,9,Married-AF-spouse,Adm-clerical,Wife,White,Female,0,0,25,United-States,2025-07-01T00:00:28.926352
39,31,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,38,?,2025-07-01T00:00:29.864128
40,48,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,2025-07-01T00:00:30.806842
41,31,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,43,United-States,2025-07-01T00:00:31.754376
42,53,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,2025-07-01T00:00:32.706616
43,24,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,2025-07-01T00:00:33.663454
44,49,Private,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,2025-07-01T00:00:34.624787
45,25,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,35,United-States,2025-07-01T00:00:35.590515
46,57,Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,United-States,2025-07-01T00:00:36.560545
47,53,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,38,United-States,2025-07-01T00:00:37.534785
48,44,Private,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,2025-07-01T00:00:38.513149
49,41,State-gov,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,2025-07-01T00:00:39.495553
50,29,Private,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,43,United-States,2025-07-01T00:00:40.481919
51,25,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Other,Female,0,0,40,United-States,2025-07-01T00:00:41.472167
52,18,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,30,?,2025-07-01T00:00:42.466226
53,47,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1902,60,Honduras,2025-07-01T00:00:43.464022
54,50,Federal-gov,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,2025-07-01T00:00:44.465489
55,47,Self-emp-inc,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,2025-07-01T00:00:45.470559
56,43,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,2025-07-01T00:00:46.479170
57,46,Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,2025-07-01T00:00:47.491258
58,35,Private,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Puerto-Rico,2025-07-01T00:00:48.506766
59,41,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,48,United-States,2025-07-01T00:00:49.525635
60,30,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5013,0,40,United-States,2025-07-01T00:00:50.547809
61,30,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,2407,0,40,United-States,2025-07-01T00:00:51.573236
62,32,?,7th-8th,4,Married-spouse-absent,?,Not-in-family,White,Male,0,0,40,?,2025-07-01T00:00:52.601863
63,48,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,2025-07-01T00:00:53.633640
64,42,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,2025-07-01T00:00:54.668517
65,29,Private,Some-college,10,Divorced,Tech-support,Not-in-family,White,Male,0,0,58,United-States,2025-07-01T00:00:55.706448
66,36,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,2025-07-01T00:00:56.747387
67,28,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,2025-07-01T00:00:57.791288
68,53,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,2025-07-01T00:00:58.838110
69,49,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,2025-07-01T00:00:59.887809
70,25,?,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,2025-07-01T00:01:00.940345
71,19,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,32,United-States,2025-07-01T00:01:01.995678
72,31,Private,Bachelors,13,Separated,Sales,Own-child,Black,Female,0,0,40,United-States,2025-07-01T00:01:03.053770
73,29,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States,2025-07-01T00:01:04.114583
74,23,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,2025-07-01T00:01:05.178080
75,79,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0,0,20,United-States,2025-07-01T00:01:06.244227
76,27,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,Mexico,2025-07-01T00:01:07.312988
77,40,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,2025-07-01T00:01:08.384330
78,67,?,10th,6,Married-civ-spouse,?,Husband,White,Male,0,0,2,United-States,2025-07-01T00:01:09.458220
79,18,Private,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,22,United-States,2025-07-01T00:01:10.534625
80,31,Local-gov,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,2025-07-01T00:01:11.613515
81,18,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,30,United-States,2025-07-01T00:01:12.694859
82,52,Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Cuba,2025-07-01T00:01:13.778627
83,46,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,2025-07-01T00:01:14.864790
84,59,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,2025-07-01T00:01:15.953320
85,44,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Female,14344,0,40,United-States,2025-07-01T00:01:17.044190
86,53,Private,HS-grad,9,Divorced,Sales,Own-child,White,Female,0,0,35,United-States,2025-07-01T00:01:18.137371
87,49,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,2025-07-01T00:01:19.232839
88,33,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,2025-07-01T00:01:20.330566
89,30,Private,9th,5,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,2025-07-01T00:01:21.430528
90,43,Federal-gov,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,2025-07-01T00:01:22.532700
91,57,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,2025-07-01T00:01:23.637058
92,37,Private,Some-college,10,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,2025-07-01T00:01:24.743577
93,28,Private,Some-college,10,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,25,United-States,2025-07-01T00:01:25.852236
94,30,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,0,1573,35,?,2025-07-01T00:01:26.963012
95,34,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,2025-07-01T00:01:28.075881
96,29,Local-gov,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,50,United-States,2025-07-01T00:01:29.190824
97,48,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,60,United-States,2025-07-01T00:01:30.307817
98,37,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,2025-07-01T00:01:31.426841
99,48,Private,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,England,2025-07-01T00:01:32.547875
100,32,Federal-gov,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,40,United-States,2025-07-01T00:01:33.670899
101,76,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,2025-07-01T00:01:34.795894
102,44,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,United-States,2025-07-01T00:01:35.922840
103,47,Self-emp-not-inc,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,2025-07-01T00:01:37.051718
104,20,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,2025-07-01T00:01:38.182510
105,29,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,2025-07-01T00:01:39.315198
106,32,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,40,United-States,2025-07-01T00:01:40.449763
107,17,?,10th,6,Never-married,?,Own-child,White,Female,34095,0,32,United-States,2025-07-01T00:01:41.586190
108,30,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,2025-07-01T00:01:42.724459
109,31,Local-gov,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,2025-07-01T00:01:43.864555
110,42,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,2025-07-01T00:01:45.006461
111,24,Private,Bachelors,13,Never-married,Sales,Other-relative,White,Male,0,0,40,United-States,2025-07-01T00:01:46.150161
112,38,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,2025-07-01T00:01:47.295639
113,56,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,1887,50,Canada,2025-07-01T00:01:48.442878
114,28,Private,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,4064,0,25,United-States,2025-07-01T00:01:49.591865
115,36,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,2025-07-01T00:01:50.742583
116,53,Private,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,2025-07-01T00:01:51.895018
117,56,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,2025-07-01T00:01:53.049155
118,49,Local-gov,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,2025-07-01T00:01:54.204979
119,55,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,56,United-States,2025-07-01T00:01:55.362478
120,22,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,41,United-States,2025-07-01T00:01:56.521636
121,21,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,2025-07-01T00:01:57.682440
122,40,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,2025-07-01T00:01:58.844877
123,30,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,Black,Male,0,0,40,Germany,2025-07-01T00:02:00.008933
124,29,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,2025-07-01T00:02:01.174596
125,19,Private,Some-college,10,Never-married,Other-service,Own-child,Black,Male,0,0,35,United-States,2025-07-01T00:02:02.341852
126,47,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,2025-07-01T00:02:03.510690
127,20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,1719,28,United-States,2025-07-01T00:02:04.681096
128,31,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,2025-07-01T00:02:05.853058
129,35,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,2025-07-01T00:02:07.026565
130,39,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,2025-07-01T00:02:08.201605
131,28,Private,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Female,0,0,60,United-States,2025-07-01T00:02:09.378165
132,24,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,1762,40,United-States,2025-07-01T00:02:10.556235
133,38,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,35,United-States,2025-07-01T00:02:11.735803
134,37,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,2025-07-01T00:02:12.916858
135,46,Private,Assoc-acdm,12,Divorced,Tech-support,Not-in-family,Black,Female,0,0,36,United-States,2025-07-01T00:02:14.099389
136,38,Federal-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Iran,2025-07-01T00:02:15.283385
137,43,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,2025-07-01T00:02:16.468836
138,27,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,2025-07-01T00:02:17.655730
139,20,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,2025-07-01T00:02:18.844059
140,49,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,2025-07-01T00:02:20.033811
141,61,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,2025-07-01T00:02:21.224976
142,27,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,2025-07-01T00:02:22.417545
143,19,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,30,Mexico,2025-07-01T00:02:23.611508
144,45,Private,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,1564,40,United-States,2025-07-01T00:02:24.806855
145,70,Private,Some-college,10,Never-married,Tech-support,Other-relative,White,Male,0,0,40,United-States,2025-07-01T00:02:26.003576
146,31,Private,HS-grad,9,Never-married,Transport-moving,Unmarried,Black,Female,0,0,30,United-States,2025-07-01T00:02:27.201662
147,22,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,24,United-States,2025-07-01T00:02:28.401105
148,36,Private,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,24,United-States,2025-07-01T00:02:29.601894
149,64,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2179,40,United-States,2025-07-01T00:02:30.804021
150,43,?,Some-college,10,Divorced,?,Not-in-family,White,Female,0,0,40,United-States,2025-07-01T00:02:32.007477
151,47,Local-gov,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,Mexico,2025-07-01T00:02:33.212253
152,34,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,2025-07-01T00:02:34.418341
153,33,Private,Bachelors,13,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,0,0,40,Philippines,2025-07-01T00:02:35.625731
154,21,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,35,United-States,2025-07-01T00:02:36.834416
155,52,?,HS-grad,9,Divorced,?,Not-in-family,White,Male,0,0,45,United-States,2025-07-01T00:02:38.044388
156,48,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,46,United-States,2025-07-01T00:02:39.255637
157,23,Private,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,2025-07-01T00:02:40.468156
158,71,Self-emp-not-inc,Some-college,10,Separated,Sales,Unmarried,Black,Male,0,1816,2,United-States,2025-07-01T00:02:41.681937
159,29,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,2025-07-01T00:02:42.896971
160,42,Private,Bachelors,13,Separated,Other-service,Other-relative,Black,Male,0,0,50,United-States,2025-07-01T00:02:44.113252
161,68,?,1st-4th,2,Divorced,?,Not-in-family,White,Female,0,0,20,United-States,2025-07-01T00:02:45.330771
162,25,Private,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,40,United-States,2025-07-01T00:02:46.549522
163,44,Self-emp-inc,Masters,14,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States,2025-07-01T00:02:47.769495
164,28,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,40,England,2025-07-01T00:02:48.990684
165,45,Self-emp-not-inc,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,2025-07-01T00:02:50.213081
166,36,Private,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,40,Mexico,2025-07-01T00:02:51.436680
167,39,Federal-gov,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,42,United-States,2025-07-01T00:02:52.661473
168,46,State-gov,Masters,14,Widowed,Protective-serv,Unmarried,White,Male,0,0,40,United-States,2025-07-01T00:02:53.887453
169,18,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,16,United-States,2025-07-01T00:02:55.114612
170,66,Local-gov,Assoc-voc,11,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States,2025-07-01T00:02:56.342945
171,27,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,1980,40,United-States,2025-07-01T00:02:57.572444
172,28,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,2025-07-01T00:02:58.803102
173,51,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1977,40,United-States,2025-07-01T00:03:00.034913
174,27,Private,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,2025-07-01T00:03:01.267871
175,28,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,2025-07-01T00:03:02.501967
176,27,Private,HS-grad,9,Married-spouse-absent,Sales,Unmarried,White,Female,0,0,25,United-States,2025-07-01T00:03:03.737197
177,21,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,2025-07-01T00:03:04.973554
178,34,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,2025-07-01T00:03:06.211031
179,18,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,12,United-States,2025-07-01T00:03:07.449623
180,33,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,65,United-States,2025-07-01T00:03:08.689322
181,44,Local-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,38,United-States,2025-07-01T00:03:09.930123
182,43,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,2025-07-01T00:03:11.172021
183,30,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,45,United-States,2025-07-01T00:03:12.415008
184,40,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,2025-07-01T00:03:13.659079
185,37,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,42,United-States,2025-07-01T00:03:14.904228
186,34,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,2025-07-01T00:03:16.150450
187,41,Self-emp-not-inc,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,2025-07-01T00:03:17.397738
188,53,?,Bachelors,13,Divorced,?,Not-in-family,White,Female,0,0,50,United-States,2025-07-01T00:03:18.646088
189,31,Private,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States,2025-07-01T00:03:19.895493
190,58,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,2025-07-01T00:03:21.145947
191,38,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,28,United-States,2025-07-01T00:03:22.397446
192,24,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,2025-07-01T00:03:23.649984
193,41,Local-gov,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,2025-07-01T00:03:24.903556
194,47,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,2025-07-01T00:03:26.158156
195,41,Federal-gov,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,24,United-States,2025-07-01T00:03:27.413779
196,23,Private,5th-6th,3,Married-civ-spouse,Transport-moving,Other-relative,White,Male,0,0,40,Mexico,2025-07-01T00:03:28.670420
197,36,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,2025-07-01T00:03:29.928073
198,40,Federal-gov,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,14084,0,55,United-States,2025-07-01T00:03:31.186734
199,35,Private,Masters,14,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,7298,0,40,United-States,2025-07-01T00:03:32.446397
200,24,Self-emp-not-inc,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,2025-07-01T00:03:33.707058
201,26,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,1876,40,United-States,2025-07-01T00:03:34.968712
202,19,?,HS-grad,9,Never-married,?,Own-child,White,Male,0,0,40,Italy,2025-07-01T00:03:36.231353
203,51,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,2025-07-01T00:03:37.494977
204,42,Local-gov,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,1340,40,United-States,2025-07-01T00:03:38.759579
205,37,State-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,2025-07-01T00:03:40.025154
206,18,Private,11th,7,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,2025-07-01T00:03:41.291698
207,36,Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,Black,Male,7298,0,36,United-States,2025-07-01T00:03:42.559206
