row_id,age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,timestamp
46,57,Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,United-States,2025-07-01T00:00:09.200000
47,53,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,38,United-States,2025-07-01T00:00:09.400000
48,44,Private,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,2025-07-01T00:00:09.600000
49,41,State-gov,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,2025-07-01T00:00:09.800000
50,29,Private,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,43,United-States,2025-07-01T00:00:10.000000
51,25,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Other,Female,0,0,40,United-States,2025-07-01T00:00:10.200000
52,18,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,30,?,2025-07-01T00:00:10.400000
53,47,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1902,60,Honduras,2025-07-01T00:00:10.600000
54,50,Federal-gov,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,2025-07-01T00:00:10.800000
55,47,Self-emp-inc,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,2025-07-01T00:00:11.000000
56,43,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,2025-07-01T00:00:11.200000
57,46,Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,2025-07-01T00:00:11.400000
58,35,Private,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Puerto-Rico,2025-07-01T00:00:11.600000
59,41,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,48,United-States,2025-07-01T00:00:11.800000
60,30,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5013,0,40,United-States,2025-07-01T00:00:12.000000
61,30,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,2407,0,40,United-States,2025-07-01T00:00:12.200000
62,32,?,7th-8th,4,Married-spouse-absent,?,Not-in-family,White,Male,0,0,40,?,2025-07-01T00:00:12.400000
63,48,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,2025-07-01T00:00:12.600000
64,42,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,2025-07-01T00:00:12.800000
65,29,Private,Some-college,10,Divorced,Tech-support,Not-in-family,White,Male,0,0,58,United-States,2025-07-01T00:00:13.000000
66,36,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,2025-07-01T00:00:13.200000
67,28,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,2025-07-01T00:00:13.400000
68,53,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,2025-07-01T00:00:13.600000
69,49,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,2025-07-01T00:00:13.800000
70,25,?,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,2025-07-01T00:00:14.000000
71,19,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,32,United-States,2025-07-01T00:00:14.200000
72,31,Private,Bachelors,13,Separated,Sales,Own-child,Black,Female,0,0,40,United-States,2025-07-01T00:00:14.400000
73,29,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States,2025-07-01T00:00:14.600000
74,23,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,2025-07-01T00:00:14.800000
75,79,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0,0,20,United-States,2025-07-01T00:00:15.000000
76,27,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,Mexico,2025-07-01T00:00:15.200000
77,40,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,2025-07-01T00:00:15.400000
78,67,?,10th,6,Married-civ-spouse,?,Husband,White,Male,0,0,2,United-States,2025-07-01T00:00:15.600000
79,18,Private,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,22,United-States,2025-07-01T00:00:15.800000
80,31,Local-gov,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,2025-07-01T00:00:16.000000
81,18,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,30,United-States,2025-07-01T00:00:16.200000
82,52,Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Cuba,2025-07-01T00:00:16.400000
83,46,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,2025-07-01T00:00:16.600000
84,59,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,2025-07-01T00:00:16.800000
85,44,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Female,14344,0,40,United-States,2025-07-01T00:00:17.000000
86,53,Private,HS-grad,9,Divorced,Sales,Own-child,White,Female,0,0,35,United-States,2025-07-01T00:00:17.200000
87,49,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,2025-07-01T00:00:17.400000
88,33,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,2025-07-01T00:00:17.600000
89,30,Private,9th,5,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,2025-07-01T00:00:17.800000
90,43,Federal-gov,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,2025-07-01T00:00:18.000000
91,57,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,2025-07-01T00:00:18.200000
92,37,Private,Some-college,10,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,2025-07-01T00:00:18.400000
93,28,Private,Some-college,10,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,25,United-States,2025-07-01T00:00:18.600000
94,30,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,0,1573,35,?,2025-07-01T00:00:18.800000
95,34,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,2025-07-01T00:00:19.000000
96,29,Local-gov,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,50,United-States,2025-07-01T00:00:19.200000
97,48,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,60,United-States,2025-07-01T00:00:19.400000
98,37,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,2025-07-01T00:00:19.600000
99,48,Private,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,England,2025-07-01T00:00:19.800000
100,32,Federal-gov,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,40,United-States,2025-07-01T00:00:20.000000
101,76,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,2025-07-01T00:00:20.200000
102,44,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,United-States,2025-07-01T00:00:20.400000
103,47,Self-emp-not-inc,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,2025-07-01T00:00:20.600000
104,20,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,2025-07-01T00:00:20.800000
105,29,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,2025-07-01T00:00:21.000000
106,32,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,40,United-States,2025-07-01T00:00:21.200000
107,17,?,10th,6,Never-married,?,Own-child,White,Female,34095,0,32,United-States,2025-07-01T00:00:21.400000
108,30,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,2025-07-01T00:00:21.600000
109,31,Local-gov,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,2025-07-01T00:00:21.800000
110,42,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,2025-07-01T00:00:22.000000
111,24,Private,Bachelors,13,Never-married,Sales,Other-relative,White,Male,0,0,40,United-States,2025-07-01T00:00:22.200000
112,38,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,2025-07-01T00:00:22.400000
113,56,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,1887,50,Canada,2025-07-01T00:00:22.600000
114,28,Private,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,4064,0,25,United-States,2025-07-01T00:00:22.800000
115,36,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,2025-07-01T00:00:23.000000
116,53,Private,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,2025-07-01T00:00:23.200000
117,56,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,2025-07-01T00:00:23.400000
118,49,Local-gov,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,2025-07-01T00:00:23.600000
119,55,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,56,United-States,2025-07-01T00:00:23.800000
120,22,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,41,United-States,2025-07-01T00:00:24.000000
121,21,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,2025-07-01T00:00:24.200000
122,40,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,2025-07-01T00:00:24.400000
123,30,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,Black,Male,0,0,40,Germany,2025-07-01T00:00:24.600000
124,29,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,2025-07-01T00:00:24.800000
125,19,Private,Some-college,10,Never-married,Other-service,Own-child,Black,Male,0,0,35,United-States,2025-07-01T00:00:25.000000
126,47,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,2025-07-01T00:00:25.200000
127,20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,1719,28,United-States,2025-07-01T00:00:25.400000
128,31,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,2025-07-01T00:00:25.600000
129,35,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,2025-07-01T00:00:25.800000
130,39,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,2025-07-01T00:00:26.000000
131,28,Private,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Female,0,0,60,United-States,2025-07-01T00:00:26.200000
132,24,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,1762,40,United-States,2025-07-01T00:00:26.400000
133,38,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,35,United-States,2025-07-01T00:00:26.600000
134,37,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,2025-07-01T00:00:26.800000
135,46,Private,Assoc-acdm,12,Divorced,Tech-support,Not-in-family,Black,Female,0,0,36,United-States,2025-07-01T00:00:27.000000
136,38,Federal-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Iran,2025-07-01T00:00:27.200000
137,43,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,2025-07-01T00:00:27.400000
138,27,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,2025-07-01T00:00:27.600000
139,20,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,2025-07-01T00:00:27.800000
140,49,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,2025-07-01T00:00:28.000000
141,61,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,2025-07-01T00:00:28.200000
142,27,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,2025-07-01T00:00:28.400000
143,19,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,30,Mexico,2025-07-01T00:00:28.600000
144,45,Private,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,1564,40,United-States,2025-07-01T00:00:28.800000
145,70,Private,Some-college,10,Never-married,Tech-support,Other-relative,White,Male,0,0,40,United-States,2025-07-01T00:00:29.000000
146,31,Private,HS-grad,9,Never-married,Transport-moving,Unmarried,Black,Female,0,0,30,United-States,2025-07-01T00:00:29.200000
147,22,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,24,United-States,2025-07-01T00:00:29.400000
148,36,Private,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,24,United-States,2025-07-01T00:00:29.600000
149,64,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2179,40,United-States,2025-07-01T00:00:29.800000
150,43,?,Some-college,10,Divorced,?,Not-in-family,White,Female,0,0,40,United-States,2025-07-01T00:00:30.000000
151,47,Local-gov,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,Mexico,2025-07-01T00:00:30.200000
152,34,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,2025-07-01T00:00:30.400000
153,33,Private,Bachelors,13,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,0,0,40,Philippines,2025-07-01T00:00:30.600000
154,21,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,35,United-States,2025-07-01T00:00:30.800000
155,52,?,HS-grad,9,Divorced,?,Not-in-family,White,Male,0,0,45,United-States,2025-07-01T00:00:31.000000
156,48,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,46,United-States,2025-07-01T00:00:31.200000
157,23,Private,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,2025-07-01T00:00:31.400000
158,71,Self-emp-not-inc,Some-college,10,Separated,Sales,Unmarried,Black,Male,0,1816,2,United-States,2025-07-01T00:00:31.600000
159,29,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,2025-07-01T00:00:31.800000
160,42,Private,Bachelors,13,Separated,Other-service,Other-relative,Black,Male,0,0,50,United-States,2025-07-01T00:00:32.000000
161,68,?,1st-4th,2,Divorced,?,Not-in-family,White,Female,0,0,20,United-States,2025-07-01T00:00:32.200000
162,25,Private,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,40,United-States,2025-07-01T00:00:32.400000
163,44,Self-emp-inc,Masters,14,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States,2025-07-01T00:00:32.600000
164,28,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,40,England,2025-07-01T00:00:32.800000
165,45,Self-emp-not-inc,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,2025-07-01T00:00:33.000000
166,36,Private,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,40,Mexico,2025-07-01T00:00:33.200000
167,39,Federal-gov,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,42,United-States,2025-07-01T00:00:33.400000
168,46,State-gov,Masters,14,Widowed,Protective-serv,Unmarried,White,Male,0,0,40,United-States,2025-07-01T00:00:33.600000
169,18,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,16,United-States,2025-07-01T00:00:33.800000
170,66,Local-gov,Assoc-voc,11,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States,2025-07-01T00:00:34.000000
171,27,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,1980,40,United-States,2025-07-01T00:00:34.200000
172,28,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,2025-07-01T00:00:34.400000
173,51,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1977,40,United-States,2025-07-01T00:00:34.600000
174,27,Private,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,2025-07-01T00:00:34.800000
175,28,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,2025-07-01T00:00:35.000000
176,27,Private,HS-grad,9,Married-spouse-absent,Sales,Unmarried,White,Female,0,0,25,United-States,2025-07-01T00:00:35.200000
177,21,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,2025-07-01T00:00:35.400000
178,34,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,2025-07-01T00:00:35.600000
179,18,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,12,United-States,2025-07-01T00:00:35.800000
180,33,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,65,United-States,2025-07-01T00:00:36.000000
181,44,Local-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,38,United-States,2025-07-01T00:00:36.200000
182,43,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,2025-07-01T00:00:36.400000
183,30,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,45,United-States,2025-07-01T00:00:36.600000
184,40,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,2025-07-01T00:00:36.800000
185,37,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,42,United-States,2025-07-01T00:00:37.000000
186,34,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,2025-07-01T00:00:37.200000
187,41,Self-emp-not-inc,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,2025-07-01T00:00:37.400000
188,53,?,Bachelors,13,Divorced,?,Not-in-family,White,Female,0,0,50,United-States,2025-07-01T00:00:37.600000
189,31,Private,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States,2025-07-01T00:00:37.800000
190,58,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,2025-07-01T00:00:38.000000
191,38,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,28,United-States,2025-07-01T00:00:38.200000
192,24,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,2025-07-01T00:00:38.400000
193,41,Local-gov,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,2025-07-01T00:00:38.600000
194,47,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,2025-07-01T00:00:38.800000
195,41,Federal-gov,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,24,United-States,2025-07-01T00:00:39.000000
196,23,Private,5th-6th,3,Married-civ-spouse,Transport-moving,Other-relative,White,Male,0,0,40,Mexico,2025-07-01T00:00:39.200000
197,36,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,2025-07-01T00:00:39.400000
198,40,Federal-gov,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,14084,0,55,United-States,2025-07-01T00:00:39.600000
199,35,Private,Masters,14,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,7298,0,40,United-States,2025-07-01T00:00:39.800000
200,24,Self-emp-not-inc,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,2025-07-01T00:00:40.000000
201,26,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,1876,40,United-States,2025-07-01T00:00:40.200000
202,19,?,HS-grad,9,Never-married,?,Own-child,White,Male,0,0,40,Italy,2025-07-01T00:00:40.400000
203,51,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,2025-07-01T00:00:40.600000
204,42,Local-gov,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,1340,40,United-States,2025-07-01T00:00:40.800000
205,37,State-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,2025-07-01T00:00:41.000000
206,18,Private,11th,7,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,2025-07-01T00:00:41.200000
207,36,Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,Black,Male,7298,0,36,United-States,2025-07-01T00:00:41.400000
