age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,timestamp
59,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,2025-07-03T00:01:01.583773
44,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Female,14344,0,40,United-States,2025-07-03T00:01:02.468262
53,Private,HS-grad,9,Divorced,Sales,Own-child,White,Female,0,0,35,United-States,2025-07-03T00:01:03.354625
49,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,2025-07-03T00:01:04.242842
33,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,2025-07-03T00:01:05.132891
30,Private,9th,5,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,2025-07-03T00:01:06.024752
43,Federal-gov,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,2025-07-03T00:01:06.918405
57,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,2025-07-03T00:01:07.813830
37,Private,Some-college,10,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,2025-07-03T00:01:08.711009
28,Private,Some-college,10,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,25,United-States,2025-07-03T00:01:09.609921
30,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,0,1573,35,?,2025-07-03T00:01:10.510550
34,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,2025-07-03T00:01:11.412877
29,Local-gov,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,50,United-States,2025-07-03T00:01:12.316884
48,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,60,United-States,2025-07-03T00:01:13.222554
37,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,2025-07-03T00:01:14.129871
48,Private,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,England,2025-07-03T00:01:15.038818
32,Federal-gov,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,40,United-States,2025-07-03T00:01:15.949378
76,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,2025-07-03T00:01:16.861535
44,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,United-States,2025-07-03T00:01:17.775275
47,Self-emp-not-inc,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,2025-07-03T00:01:18.690582
20,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,2025-07-03T00:01:19.607440
29,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,2025-07-03T00:01:20.525836
32,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,40,United-States,2025-07-03T00:01:21.445754
17,?,10th,6,Never-married,?,Own-child,White,Female,34095,0,32,United-States,2025-07-03T00:01:22.367181
30,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,2025-07-03T00:01:23.290102
31,Local-gov,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,2025-07-03T00:01:24.214504
42,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,2025-07-03T00:01:25.140374
24,Private,Bachelors,13,Never-married,Sales,Other-relative,White,Male,0,0,40,United-States,2025-07-03T00:01:26.067698
38,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,2025-07-03T00:01:26.996464
56,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,1887,50,Canada,2025-07-03T00:01:27.926658
28,Private,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,4064,0,25,United-States,2025-07-03T00:01:28.858269
36,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,2025-07-03T00:01:29.791283
53,Private,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,2025-07-03T00:01:30.725690
56,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,2025-07-03T00:01:31.661477
49,Local-gov,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,2025-07-03T00:01:32.598632
55,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,56,United-States,2025-07-03T00:01:33.537144
22,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,41,United-States,2025-07-03T00:01:34.477002
21,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,2025-07-03T00:01:35.418195
40,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,2025-07-03T00:01:36.360711
30,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,Black,Male,0,0,40,Germany,2025-07-03T00:01:37.304540
29,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,2025-07-03T00:01:38.249672
19,Private,Some-college,10,Never-married,Other-service,Own-child,Black,Male,0,0,35,United-States,2025-07-03T00:01:39.196096
47,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,2025-07-03T00:01:40.143802
20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,1719,28,United-States,2025-07-03T00:01:41.092780
31,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,2025-07-03T00:01:42.043020
35,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,2025-07-03T00:01:42.994512
39,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,2025-07-03T00:01:43.947247
28,Private,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Female,0,0,60,United-States,2025-07-03T00:01:44.901215
24,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,1762,40,United-States,2025-07-03T00:01:45.856407
38,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,35,United-States,2025-07-03T00:01:46.812813
37,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,2025-07-03T00:01:47.770425
46,Private,Assoc-acdm,12,Divorced,Tech-support,Not-in-family,Black,Female,0,0,36,United-States,2025-07-03T00:01:48.729234
38,Federal-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Iran,2025-07-03T00:01:49.689231
43,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,2025-07-03T00:01:50.650407
27,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,2025-07-03T00:01:51.612754
20,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,2025-07-03T00:01:52.576264
49,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,2025-07-03T00:01:53.540928
61,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,2025-07-03T00:01:54.506737
27,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,2025-07-03T00:01:55.473685
19,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,30,Mexico,2025-07-03T00:01:56.441763
45,Private,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,1564,40,United-States,2025-07-03T00:01:57.410963
70,Private,Some-college,10,Never-married,Tech-support,Other-relative,White,Male,0,0,40,United-States,2025-07-03T00:01:58.381278
31,Private,HS-grad,9,Never-married,Transport-moving,Unmarried,Black,Female,0,0,30,United-States,2025-07-03T00:01:59.352699
22,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,24,United-States,2025-07-03T00:02:00.325220
36,Private,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,24,United-States,2025-07-03T00:02:01.298833
64,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2179,40,United-States,2025-07-03T00:02:02.273531
43,?,Some-college,10,Divorced,?,Not-in-family,White,Female,0,0,40,United-States,2025-07-03T00:02:03.249306
47,Local-gov,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,Mexico,2025-07-03T00:02:04.226151
34,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,2025-07-03T00:02:05.204060
33,Private,Bachelors,13,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,0,0,40,Philippines,2025-07-03T00:02:06.183025
21,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,35,United-States,2025-07-03T00:02:07.163040
52,?,HS-grad,9,Divorced,?,Not-in-family,White,Male,0,0,45,United-States,2025-07-03T00:02:08.144098
48,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,46,United-States,2025-07-03T00:02:09.126192
23,Private,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,2025-07-03T00:02:10.109315
71,Self-emp-not-inc,Some-college,10,Separated,Sales,Unmarried,Black,Male,0,1816,2,United-States,2025-07-03T00:02:11.093462
29,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,2025-07-03T00:02:12.078625
42,Private,Bachelors,13,Separated,Other-service,Other-relative,Black,Male,0,0,50,United-States,2025-07-03T00:02:13.064799
68,?,1st-4th,2,Divorced,?,Not-in-family,White,Female,0,0,20,United-States,2025-07-03T00:02:14.051977
25,Private,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,40,United-States,2025-07-03T00:02:15.040153
44,Self-emp-inc,Masters,14,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States,2025-07-03T00:02:16.029320
28,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,40,England,2025-07-03T00:02:17.019473
45,Self-emp-not-inc,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,2025-07-03T00:02:18.010607
36,Private,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,40,Mexico,2025-07-03T00:02:19.002714
39,Federal-gov,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,42,United-States,2025-07-03T00:02:19.995789
46,State-gov,Masters,14,Widowed,Protective-serv,Unmarried,White,Male,0,0,40,United-States,2025-07-03T00:02:20.989827
18,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,16,United-States,2025-07-03T00:02:21.984821
66,Local-gov,Assoc-voc,11,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States,2025-07-03T00:02:22.980766
27,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,1980,40,United-States,2025-07-03T00:02:23.977657
28,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,2025-07-03T00:02:24.975488
51,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1977,40,United-States,2025-07-03T00:02:25.974254
27,Private,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,2025-07-03T00:02:26.973949
28,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,2025-07-03T00:02:27.974568
27,Private,HS-grad,9,Married-spouse-absent,Sales,Unmarried,White,Female,0,0,25,United-States,2025-07-03T00:02:28.976106
21,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,2025-07-03T00:02:29.978557
34,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,2025-07-03T00:02:30.981917
18,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,12,United-States,2025-07-03T00:02:31.986180
33,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,65,United-States,2025-07-03T00:02:32.991342
44,Local-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,38,United-States,2025-07-03T00:02:33.997397
43,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,2025-07-03T00:02:35.004341
30,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,45,United-States,2025-07-03T00:02:36.012168
40,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,2025-07-03T00:02:37.020875
37,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,42,United-States,2025-07-03T00:02:38.030455
34,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,2025-07-03T00:02:39.040905
41,Self-emp-not-inc,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,2025-07-03T00:02:40.052220
53,?,Bachelors,13,Divorced,?,Not-in-family,White,Female,0,0,50,United-States,2025-07-03T00:02:41.064395
31,Private,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States,2025-07-03T00:02:42.077426
58,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,2025-07-03T00:02:43.091309
38,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,28,United-States,2025-07-03T00:02:44.106038
24,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,2025-07-03T00:02:45.121609
41,Local-gov,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,2025-07-03T00:02:46.138018
47,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,2025-07-03T00:02:47.155262
41,Federal-gov,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,24,United-States,2025-07-03T00:02:48.173334
23,Private,5th-6th,3,Married-civ-spouse,Transport-moving,Other-relative,White,Male,0,0,40,Mexico,2025-07-03T00:02:49.192232
36,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,2025-07-03T00:02:50.211951
40,Federal-gov,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,14084,0,55,United-States,2025-07-03T00:02:51.232487
35,Private,Masters,14,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,7298,0,40,United-States,2025-07-03T00:02:52.253836
24,Self-emp-not-inc,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,2025-07-03T00:02:53.275993
26,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,1876,40,United-States,2025-07-03T00:02:54.298956
19,?,HS-grad,9,Never-married,?,Own-child,White,Male,0,0,40,Italy,2025-07-03T00:02:55.322719
51,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,2025-07-03T00:02:56.347279
42,Local-gov,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,1340,40,United-States,2025-07-03T00:02:57.372632
37,State-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,2025-07-03T00:02:58.398774
18,Private,11th,7,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,2025-07-03T00:02:59.425701
36,Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,Black,Male,7298,0,36,United-States,2025-07-03T00:03:00.453410
35,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,2025-07-03T00:03:01.481897
58,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,15024,0,35,United-States,2025-07-03T00:03:02.511157
17,Private,11th,7,Never-married,Sales,Own-child,White,Female,0,0,12,United-States,2025-07-03T00:03:03.541188
44,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,2025-07-03T00:03:04.571986
37,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,2025-07-03T00:03:05.603547
35,Private,Some-college,10,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,2025-07-03T00:03:06.635868
