age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,timestamp
53,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,38,United-States,2025-07-01T00:01:22.941176
44,Private,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,2025-07-01T00:01:24.705882
41,State-gov,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,2025-07-01T00:01:26.470588
29,Private,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,43,United-States,2025-07-01T00:01:28.235294
25,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Other,Female,0,0,40,United-States,2025-07-01T00:01:30.000000
18,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,30,?,2025-07-01T00:01:31.764706
47,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1902,60,Honduras,2025-07-01T00:01:33.529412
50,Federal-gov,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,2025-07-01T00:01:35.294118
47,Self-emp-inc,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,2025-07-01T00:01:37.058824
43,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,2025-07-01T00:01:38.823529
46,Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,2025-07-01T00:01:40.588235
35,Private,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Puerto-Rico,2025-07-01T00:01:42.352941
41,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,48,United-States,2025-07-01T00:01:44.117647
30,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5013,0,40,United-States,2025-07-01T00:01:45.882353
30,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,2407,0,40,United-States,2025-07-01T00:01:47.647059
32,?,7th-8th,4,Married-spouse-absent,?,Not-in-family,White,Male,0,0,40,?,2025-07-01T00:01:49.411765
48,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,2025-07-01T00:01:51.176471
42,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,2025-07-01T00:01:52.941176
29,Private,Some-college,10,Divorced,Tech-support,Not-in-family,White,Male,0,0,58,United-States,2025-07-01T00:01:54.705882
36,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,2025-07-01T00:01:56.470588
28,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,2025-07-01T00:01:58.235294
53,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,2025-07-01T00:02:00.000000
49,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,2025-07-01T00:02:01.764706
25,?,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,2025-07-01T00:02:03.529412
19,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,32,United-States,2025-07-01T00:02:05.294118
31,Private,Bachelors,13,Separated,Sales,Own-child,Black,Female,0,0,40,United-States,2025-07-01T00:02:07.058824
29,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States,2025-07-01T00:02:08.823529
23,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,2025-07-01T00:02:10.588235
79,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0,0,20,United-States,2025-07-01T00:02:12.352941
27,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,Mexico,2025-07-01T00:02:14.117647
40,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,2025-07-01T00:02:15.882353
67,?,10th,6,Married-civ-spouse,?,Husband,White,Male,0,0,2,United-States,2025-07-01T00:02:17.647059
18,Private,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,22,United-States,2025-07-01T00:02:19.411765
31,Local-gov,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,2025-07-01T00:02:21.176471
18,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,30,United-States,2025-07-01T00:02:22.941176
52,Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Cuba,2025-07-01T00:02:24.705882
46,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,2025-07-01T00:02:26.470588
59,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,2025-07-01T00:02:28.235294
44,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Female,14344,0,40,United-States,2025-07-01T00:02:30.000000
53,Private,HS-grad,9,Divorced,Sales,Own-child,White,Female,0,0,35,United-States,2025-07-01T00:02:31.764706
49,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,2025-07-01T00:02:33.529412
33,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,2025-07-01T00:02:35.294118
30,Private,9th,5,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,2025-07-01T00:02:37.058824
43,Federal-gov,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,2025-07-01T00:02:38.823529
57,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,2025-07-01T00:02:40.588235
37,Private,Some-college,10,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,2025-07-01T00:02:42.352941
28,Private,Some-college,10,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,25,United-States,2025-07-01T00:02:44.117647
30,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,0,1573,35,?,2025-07-01T00:02:45.882353
34,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,2025-07-01T00:02:47.647059
29,Local-gov,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,50,United-States,2025-07-01T00:02:49.411765
48,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,60,United-States,2025-07-01T00:02:51.176471
37,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,2025-07-01T00:02:52.941176
48,Private,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,England,2025-07-01T00:02:54.705882
32,Federal-gov,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,40,United-States,2025-07-01T00:02:56.470588
76,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,2025-07-01T00:02:58.235294
44,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,United-States,2025-07-01T00:03:00.000000
47,Self-emp-not-inc,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,2025-07-01T00:03:01.764706
20,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,2025-07-01T00:03:03.529412
29,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,2025-07-01T00:03:05.294118
32,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,40,United-States,2025-07-01T00:03:07.058824
17,?,10th,6,Never-married,?,Own-child,White,Female,34095,0,32,United-States,2025-07-01T00:03:08.823529
30,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,2025-07-01T00:03:10.588235
31,Local-gov,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,2025-07-01T00:03:12.352941
42,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,2025-07-01T00:03:14.117647
24,Private,Bachelors,13,Never-married,Sales,Other-relative,White,Male,0,0,40,United-States,2025-07-01T00:03:15.882353
38,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,2025-07-01T00:03:17.647059
56,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,1887,50,Canada,2025-07-01T00:03:19.411765
28,Private,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,4064,0,25,United-States,2025-07-01T00:03:21.176471
36,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,2025-07-01T00:03:22.941176
53,Private,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,2025-07-01T00:03:24.705882
56,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,2025-07-01T00:03:26.470588
49,Local-gov,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,2025-07-01T00:03:28.235294
55,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,56,United-States,2025-07-01T00:03:30.000000
22,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,41,United-States,2025-07-01T00:03:31.764706
21,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,2025-07-01T00:03:33.529412
40,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,2025-07-01T00:03:35.294118
30,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,Black,Male,0,0,40,Germany,2025-07-01T00:03:37.058824
29,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,2025-07-01T00:03:38.823529
19,Private,Some-college,10,Never-married,Other-service,Own-child,Black,Male,0,0,35,United-States,2025-07-01T00:03:40.588235
47,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,2025-07-01T00:03:42.352941
20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,1719,28,United-States,2025-07-01T00:03:44.117647
31,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,2025-07-01T00:03:45.882353
35,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,2025-07-01T00:03:47.647059
39,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,2025-07-01T00:03:49.411765
28,Private,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Female,0,0,60,United-States,2025-07-01T00:03:51.176471
24,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,1762,40,United-States,2025-07-01T00:03:52.941176
38,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,35,United-States,2025-07-01T00:03:54.705882
37,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,2025-07-01T00:03:56.470588
46,Private,Assoc-acdm,12,Divorced,Tech-support,Not-in-family,Black,Female,0,0,36,United-States,2025-07-01T00:03:58.235294
38,Federal-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Iran,2025-07-01T00:04:00.000000
43,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,2025-07-01T00:04:01.764706
27,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,2025-07-01T00:04:03.529412
20,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,2025-07-01T00:04:05.294118
49,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,2025-07-01T00:04:07.058824
61,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,2025-07-01T00:04:08.823529
27,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,2025-07-01T00:04:10.588235
19,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,30,Mexico,2025-07-01T00:04:12.352941
45,Private,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,1564,40,United-States,2025-07-01T00:04:14.117647
70,Private,Some-college,10,Never-married,Tech-support,Other-relative,White,Male,0,0,40,United-States,2025-07-01T00:04:15.882353
31,Private,HS-grad,9,Never-married,Transport-moving,Unmarried,Black,Female,0,0,30,United-States,2025-07-01T00:04:17.647059
22,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,24,United-States,2025-07-01T00:04:19.411765
36,Private,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,24,United-States,2025-07-01T00:04:21.176471
64,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2179,40,United-States,2025-07-01T00:04:22.941176
43,?,Some-college,10,Divorced,?,Not-in-family,White,Female,0,0,40,United-States,2025-07-01T00:04:24.705882
47,Local-gov,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,Mexico,2025-07-01T00:04:26.470588
34,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,2025-07-01T00:04:28.235294
33,Private,Bachelors,13,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,0,0,40,Philippines,2025-07-01T00:04:30.000000
21,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,35,United-States,2025-07-01T00:04:31.764706
52,?,HS-grad,9,Divorced,?,Not-in-family,White,Male,0,0,45,United-States,2025-07-01T00:04:33.529412
48,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,46,United-States,2025-07-01T00:04:35.294118
23,Private,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,2025-07-01T00:04:37.058824
71,Self-emp-not-inc,Some-college,10,Separated,Sales,Unmarried,Black,Male,0,1816,2,United-States,2025-07-01T00:04:38.823529
29,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,2025-07-01T00:04:40.588235
42,Private,Bachelors,13,Separated,Other-service,Other-relative,Black,Male,0,0,50,United-States,2025-07-01T00:04:42.352941
68,?,1st-4th,2,Divorced,?,Not-in-family,White,Female,0,0,20,United-States,2025-07-01T00:04:44.117647
25,Private,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,40,United-States,2025-07-01T00:04:45.882353
44,Self-emp-inc,Masters,14,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States,2025-07-01T00:04:47.647059
28,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,40,England,2025-07-01T00:04:49.411765
45,Self-emp-not-inc,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,2025-07-01T00:04:51.176471
36,Private,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,40,Mexico,2025-07-01T00:04:52.941176
39,Federal-gov,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,42,United-States,2025-07-01T00:04:54.705882
46,State-gov,Masters,14,Widowed,Protective-serv,Unmarried,White,Male,0,0,40,United-States,2025-07-01T00:04:56.470588
18,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,16,United-States,2025-07-01T00:04:58.235294
66,Local-gov,Assoc-voc,11,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States,2025-07-01T00:05:00.000000
27,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,1980,40,United-States,2025-07-01T00:05:01.764706
28,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,2025-07-01T00:05:03.529412
51,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1977,40,United-States,2025-07-01T00:05:05.294118
27,Private,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,2025-07-01T00:05:07.058824
28,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,2025-07-01T00:05:08.823529
27,Private,HS-grad,9,Married-spouse-absent,Sales,Unmarried,White,Female,0,0,25,United-States,2025-07-01T00:05:10.588235
21,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,2025-07-01T00:05:12.352941
34,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,2025-07-01T00:05:14.117647
18,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,12,United-States,2025-07-01T00:05:15.882353
33,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,65,United-States,2025-07-01T00:05:17.647059
44,Local-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,38,United-States,2025-07-01T00:05:19.411765
43,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,2025-07-01T00:05:21.176471
30,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,45,United-States,2025-07-01T00:05:22.941176
40,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,2025-07-01T00:05:24.705882
37,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,42,United-States,2025-07-01T00:05:26.470588
34,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,2025-07-01T00:05:28.235294
41,Self-emp-not-inc,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,2025-07-01T00:05:30.000000
53,?,Bachelors,13,Divorced,?,Not-in-family,White,Female,0,0,50,United-States,2025-07-01T00:05:31.764706
31,Private,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States,2025-07-01T00:05:33.529412
58,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,2025-07-01T00:05:35.294118
38,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,28,United-States,2025-07-01T00:05:37.058824
24,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,2025-07-01T00:05:38.823529
41,Local-gov,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,2025-07-01T00:05:40.588235
47,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,2025-07-01T00:05:42.352941
41,Federal-gov,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,24,United-States,2025-07-01T00:05:44.117647
23,Private,5th-6th,3,Married-civ-spouse,Transport-moving,Other-relative,White,Male,0,0,40,Mexico,2025-07-01T00:05:45.882353
36,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,2025-07-01T00:05:47.647059
40,Federal-gov,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,14084,0,55,United-States,2025-07-01T00:05:49.411765
35,Private,Masters,14,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,7298,0,40,United-States,2025-07-01T00:05:51.176471
24,Self-emp-not-inc,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,2025-07-01T00:05:52.941176
26,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,1876,40,United-States,2025-07-01T00:05:54.705882
19,?,HS-grad,9,Never-married,?,Own-child,White,Male,0,0,40,Italy,2025-07-01T00:05:56.470588
51,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,2025-07-01T00:05:58.235294
42,Local-gov,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,1340,40,United-States,2025-07-01T00:06:00.000000
37,State-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,2025-07-01T00:06:01.764706
18,Private,11th,7,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,2025-07-01T00:06:03.529412
36,Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,Black,Male,7298,0,36,United-States,2025-07-01T00:06:05.294118
35,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,2025-07-01T00:06:07.058824
58,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,15024,0,35,United-States,2025-07-01T00:06:08.823529
17,Private,11th,7,Never-married,Sales,Own-child,White,Female,0,0,12,United-States,2025-07-01T00:06:10.588235
44,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,2025-07-01T00:06:12.352941
37,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,2025-07-01T00:06:14.117647
35,Private,Some-college,10,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,2025-07-01T00:06:15.882353
