row_id,age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,timestamp
37,21,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,2025-07-01T00:00:07.634855
38,19,Private,HS-grad,9,Married-AF-spouse,Adm-clerical,Wife,White,Female,0,0,25,United-States,2025-07-01T00:00:07.924725
39,31,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,38,?,2025-07-01T00:00:08.221517
40,48,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,2025-07-01T00:00:08.521372
41,31,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,43,United-States,2025-07-01T00:00:08.820307
42,53,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,2025-07-01T00:00:09.114381
43,24,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,2025-07-01T00:00:09.399840
44,49,Private,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,2025-07-01T00:00:09.673280
45,25,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,35,United-States,2025-07-01T00:00:09.931772
46,57,Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,United-States,2025-07-01T00:00:10.172984
47,53,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,38,United-States,2025-07-01T00:00:10.395273
48,44,Private,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,2025-07-01T00:00:10.597750
49,41,State-gov,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,2025-07-01T00:00:10.780318
50,29,Private,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,43,United-States,2025-07-01T00:00:10.943670
51,25,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Other,Female,0,0,40,United-States,2025-07-01T00:00:11.089268
52,18,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,30,?,2025-07-01T00:00:11.219280
53,47,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1902,60,Honduras,2025-07-01T00:00:11.336497
54,50,Federal-gov,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,2025-07-01T00:00:11.444220
55,47,Self-emp-inc,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,2025-07-01T00:00:11.546126
56,43,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,2025-07-01T00:00:11.646127
57,46,Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,2025-07-01T00:00:11.748209
58,35,Private,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Puerto-Rico,2025-07-01T00:00:11.856277
59,41,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,48,United-States,2025-07-01T00:00:11.973994
60,30,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5013,0,40,United-States,2025-07-01T00:00:12.104641
61,30,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,2407,0,40,United-States,2025-07-01T00:00:12.250984
62,32,?,7th-8th,4,Married-spouse-absent,?,Not-in-family,White,Male,0,0,40,?,2025-07-01T00:00:12.415161
63,48,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,2025-07-01T00:00:12.598601
64,42,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,2025-07-01T00:00:12.801963
65,29,Private,Some-college,10,Divorced,Tech-support,Not-in-family,White,Male,0,0,58,United-States,2025-07-01T00:00:13.025114
66,36,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,2025-07-01T00:00:13.267131
67,28,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,2025-07-01T00:00:13.526338
68,53,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,2025-07-01T00:00:13.800376
69,49,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,2025-07-01T00:00:14.086292
70,25,?,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,2025-07-01T00:00:14.380661
71,19,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,32,United-States,2025-07-01T00:00:14.679722
72,31,Private,Bachelors,13,Separated,Sales,Own-child,Black,Female,0,0,40,United-States,2025-07-01T00:00:14.979525
73,29,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States,2025-07-01T00:00:15.276090
74,23,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,2025-07-01T00:00:15.565570
75,79,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0,0,20,United-States,2025-07-01T00:00:15.844395
76,27,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,Mexico,2025-07-01T00:00:16.109424
77,40,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,2025-07-01T00:00:16.358063
78,67,?,10th,6,Married-civ-spouse,?,Husband,White,Male,0,0,2,United-States,2025-07-01T00:00:16.588375
79,18,Private,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,22,United-States,2025-07-01T00:00:16.799151
80,31,Local-gov,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,2025-07-01T00:00:16.989960
81,18,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,30,United-States,2025-07-01T00:00:17.161170
82,52,Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Cuba,2025-07-01T00:00:17.313927
83,46,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,2025-07-01T00:00:17.450117
84,59,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,2025-07-01T00:00:17.572282
85,44,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Female,14344,0,40,United-States,2025-07-01T00:00:17.683525
86,53,Private,HS-grad,9,Divorced,Sales,Own-child,White,Female,0,0,35,United-States,2025-07-01T00:00:17.787385
87,49,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,2025-07-01T00:00:17.887695
88,33,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,2025-07-01T00:00:17.988429
89,30,Private,9th,5,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,2025-07-01T00:00:18.093545
90,43,Federal-gov,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,2025-07-01T00:00:18.206824
91,57,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,2025-07-01T00:00:18.331726
92,37,Private,Some-college,10,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,2025-07-01T00:00:18.471242
93,28,Private,Some-college,10,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,25,United-States,2025-07-01T00:00:18.627786
94,30,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,0,1573,35,?,2025-07-01T00:00:18.803089
95,34,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,2025-07-01T00:00:18.998135
96,29,Local-gov,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,50,United-States,2025-07-01T00:00:19.213123
97,48,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,60,United-States,2025-07-01T00:00:19.447454
98,37,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,2025-07-01T00:00:19.699761
99,48,Private,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,England,2025-07-01T00:00:19.967957
100,32,Federal-gov,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,40,United-States,2025-07-01T00:00:20.249325
101,76,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,2025-07-01T00:00:20.540619
102,44,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,United-States,2025-07-01T00:00:20.838201
103,47,Self-emp-not-inc,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,2025-07-01T00:00:21.138180
104,20,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,2025-07-01T00:00:21.436571
105,29,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,2025-07-01T00:00:21.729451
106,32,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,40,United-States,2025-07-01T00:00:22.013116
107,17,?,10th,6,Never-married,?,Own-child,White,Female,34095,0,32,United-States,2025-07-01T00:00:22.284232
108,30,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,2025-07-01T00:00:22.539964
109,31,Local-gov,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,2025-07-01T00:00:22.778089
110,42,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,2025-07-01T00:00:22.997087
111,24,Private,Bachelors,13,Never-married,Sales,Other-relative,White,Male,0,0,40,United-States,2025-07-01T00:00:23.196202
112,38,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,2025-07-01T00:00:23.375469
113,56,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,1887,50,Canada,2025-07-01T00:00:23.535713
114,28,Private,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,4064,0,25,United-States,2025-07-01T00:00:23.678521
115,36,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,2025-07-01T00:00:23.806171
116,53,Private,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,2025-07-01T00:00:23.921549
117,56,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,2025-07-01T00:00:24.028028
118,49,Local-gov,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,2025-07-01T00:00:24.129337
119,55,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,56,United-States,2025-07-01T00:00:24.229409
120,22,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,41,United-States,2025-07-01T00:00:24.332229
121,21,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,2025-07-01T00:00:24.441671
122,40,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,2025-07-01T00:00:24.561346
123,30,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,Black,Male,0,0,40,Germany,2025-07-01T00:00:24.694455
124,29,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,2025-07-01T00:00:24.843665
125,19,Private,Some-college,10,Never-married,Other-service,Own-child,Black,Male,0,0,35,United-States,2025-07-01T00:00:25.011002
126,47,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,2025-07-01T00:00:25.197766
127,20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,1719,28,United-States,2025-07-01T00:00:25.404487
128,31,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,2025-07-01T00:00:25.630896
129,35,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,2025-07-01T00:00:25.875940
130,39,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,2025-07-01T00:00:26.137824
131,28,Private,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Female,0,0,60,United-States,2025-07-01T00:00:26.414079
132,24,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,1762,40,United-States,2025-07-01T00:00:26.701668
133,38,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,35,United-States,2025-07-01T00:00:26.997096
134,37,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,2025-07-01T00:00:27.296560
135,46,Private,Assoc-acdm,12,Divorced,Tech-support,Not-in-family,Black,Female,0,0,36,United-States,2025-07-01T00:00:27.596096
136,38,Federal-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Iran,2025-07-01T00:00:27.891733
137,43,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,2025-07-01T00:00:28.179661
138,27,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,2025-07-01T00:00:28.456372
139,20,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,2025-07-01T00:00:28.718810
140,49,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,2025-07-01T00:00:28.964484
141,61,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,2025-07-01T00:00:29.191575
142,27,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,2025-07-01T00:00:29.399002
143,19,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,30,Mexico,2025-07-01T00:00:29.586468
144,45,Private,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,1564,40,United-States,2025-07-01T00:00:29.754474
145,70,Private,Some-college,10,Never-married,Tech-support,Other-relative,White,Male,0,0,40,United-States,2025-07-01T00:00:29.904295
146,31,Private,HS-grad,9,Never-married,Transport-moving,Unmarried,Black,Female,0,0,30,United-States,2025-07-01T00:00:30.037932
147,22,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,24,United-States,2025-07-01T00:00:30.158030
148,36,Private,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,24,United-States,2025-07-01T00:00:30.267774
149,64,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2179,40,United-States,2025-07-01T00:00:30.370764
150,43,?,Some-college,10,Divorced,?,Not-in-family,White,Female,0,0,40,United-States,2025-07-01T00:00:30.470865
151,47,Local-gov,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,Mexico,2025-07-01T00:00:30.572062
152,34,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,2025-07-01T00:00:30.678293
153,33,Private,Bachelors,13,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,0,0,40,Philippines,2025-07-01T00:00:30.793296
154,21,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,35,United-States,2025-07-01T00:00:30.920460
155,52,?,HS-grad,9,Divorced,?,Not-in-family,White,Male,0,0,45,United-States,2025-07-01T00:00:31.062689
156,48,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,46,United-States,2025-07-01T00:00:31.222285
157,23,Private,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,2025-07-01T00:00:31.400859
158,71,Self-emp-not-inc,Some-college,10,Separated,Sales,Unmarried,Black,Male,0,1816,2,United-States,2025-07-01T00:00:31.599267
159,29,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,2025-07-01T00:00:31.817570
160,42,Private,Bachelors,13,Separated,Other-service,Other-relative,Black,Male,0,0,50,United-States,2025-07-01T00:00:32.055041
161,68,?,1st-4th,2,Divorced,?,Not-in-family,White,Female,0,0,20,United-States,2025-07-01T00:00:32.310183
162,25,Private,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,40,United-States,2025-07-01T00:00:32.580800
163,44,Self-emp-inc,Masters,14,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States,2025-07-01T00:00:32.864076
164,28,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,40,England,2025-07-01T00:00:33.156691
165,45,Self-emp-not-inc,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,2025-07-01T00:00:33.454953
166,36,Private,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,40,Mexico,2025-07-01T00:00:33.754944
167,39,Federal-gov,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,42,United-States,2025-07-01T00:00:34.052678
168,46,State-gov,Masters,14,Widowed,Protective-serv,Unmarried,White,Male,0,0,40,United-States,2025-07-01T00:00:34.344259
169,18,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,16,United-States,2025-07-01T00:00:34.626036
170,66,Local-gov,Assoc-voc,11,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States,2025-07-01T00:00:34.894748
171,27,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,1980,40,United-States,2025-07-01T00:00:35.147656
172,28,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,2025-07-01T00:00:35.382651
173,51,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1977,40,United-States,2025-07-01T00:00:35.598338
174,27,Private,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,2025-07-01T00:00:35.794091
175,28,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,2025-07-01T00:00:35.970080
176,27,Private,HS-grad,9,Married-spouse-absent,Sales,Unmarried,White,Female,0,0,25,United-States,2025-07-01T00:00:36.127262
177,21,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,2025-07-01T00:00:36.267344
178,34,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,2025-07-01T00:00:36.392714
179,18,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,12,United-States,2025-07-01T00:00:36.506348
180,33,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,65,United-States,2025-07-01T00:00:36.611690
181,44,Local-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,38,United-States,2025-07-01T00:00:36.712512
182,43,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,2025-07-01T00:00:36.812769
183,30,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,45,United-States,2025-07-01T00:00:36.916437
184,40,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,2025-07-01T00:00:37.027356
185,37,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,42,United-States,2025-07-01T00:00:37.149079
186,34,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,2025-07-01T00:00:37.284725
187,41,Self-emp-not-inc,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,2025-07-01T00:00:37.436860
188,53,?,Bachelors,13,Divorced,?,Not-in-family,White,Female,0,0,50,United-States,2025-07-01T00:00:37.607393
189,31,Private,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States,2025-07-01T00:00:37.797498
190,58,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,2025-07-01T00:00:38.007570
191,38,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,28,United-States,2025-07-01T00:00:38.237207
192,24,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,2025-07-01T00:00:38.485227
193,41,Local-gov,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,2025-07-01T00:00:38.749717
194,47,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,2025-07-01T00:00:39.028105
195,41,Federal-gov,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,24,United-States,2025-07-01T00:00:39.317266
196,23,Private,5th-6th,3,Married-civ-spouse,Transport-moving,Other-relative,White,Male,0,0,40,Mexico,2025-07-01T00:00:39.613645
197,36,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,2025-07-01T00:00:39.913401
198,40,Federal-gov,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,14084,0,55,United-States,2025-07-01T00:00:40.212556
199,35,Private,Masters,14,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,7298,0,40,United-States,2025-07-01T00:00:40.507157
200,24,Self-emp-not-inc,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,2025-07-01T00:00:40.793433
201,26,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,1876,40,United-States,2025-07-01T00:00:41.067945
202,19,?,HS-grad,9,Never-married,?,Own-child,White,Male,0,0,40,Italy,2025-07-01T00:00:41.327721
203,51,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,2025-07-01T00:00:41.570378
204,42,Local-gov,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,1340,40,United-States,2025-07-01T00:00:41.794217
205,37,State-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,2025-07-01T00:00:41.998286
206,18,Private,11th,7,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,2025-07-01T00:00:42.182424
207,36,Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,Black,Male,7298,0,36,United-States,2025-07-01T00:00:42.347263
