age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country
44,Self-emp-not-inc,9th,10,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,816,56,38,United-States
42,Private,HS-grad,16,Married-civ-spouse,Sales,Husband,White,Male,1367,0,41,United-States
31,Self-emp-inc,Some-college,10,Married-spouse-absent,Farming-fishing,Husband,White,Female,798,88,28,Cambodia
28,Private,HS-grad,13,Never-married,Sales,Not-in-family,White,Male,0,0,26,United-States
35,Private,HS-grad,14,Never-married,Adm-clerical,Wife,White,Male,0,19,37,United-States
34,Private,Some-college,7,Divorced,Exec-managerial,Not-in-family,White,Male,3553,62,39,United-States
48,Private,HS-grad,13,Divorced,Transport-moving,Not-in-family,White,Male,0,0,31,United-States
33,Private,Bachelors,3,Never-married,Sales,Own-child,White,Male,617,0,37,United-States
43,Private,HS-grad,9,Divorced,Adm-clerical,Husband,White,Female,105,23,42,?
21,Private,5th-6th,13,Never-married,Machine-op-inspct,Husband,White,Male,971,0,39,United-States
31,Private,Some-college,11,Divorced,Protective-serv,Husband,White,Male,3059,0,47,United-States
38,Local-gov,Bachelors,9,Widowed,Other-service,Husband,Black,Female,59,0,37,United-States
21,Private,HS-grad,9,Never-married,?,Not-in-family,White,Female,155,61,39,United-States
56,Private,HS-grad,10,Never-married,Protective-serv,Not-in-family,Black,Female,359,12,10,United-States
34,Private,Prof-school,10,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,1767,32,56,United-States
39,Private,Some-college,16,Never-married,Adm-clerical,Not-in-family,White,Male,1613,54,29,United-States
59,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States
32,Self-emp-inc,HS-grad,11,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,495,8,47,United-States
50,State-gov,HS-grad,11,Divorced,Other-service,Husband,White,Male,1304,0,22,Puerto-Rico
31,Private,9th,9,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,35,22,United-States
32,Private,HS-grad,10,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,1939,23,Japan
40,Private,Assoc-voc,10,Married-civ-spouse,Other-service,Not-in-family,Black,Female,0,0,28,United-States
25,Private,HS-grad,10,Never-married,Exec-managerial,Husband,White,Male,4626,0,39,Laos
32,State-gov,Some-college,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,287,27,9,United-States
24,Private,HS-grad,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,377,22,46,United-States
19,Private,Some-college,10,Separated,Craft-repair,Husband,White,Male,972,0,37,United-States
48,Self-emp-inc,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,1881,45,United-States
52,Self-emp-inc,Some-college,13,Married-civ-spouse,Other-service,Not-in-family,White,Female,191,0,40,United-States
53,Private,Prof-school,9,Married-civ-spouse,Other-service,Unmarried,Asian-Pac-Islander,Male,529,14,42,United-States
27,Private,Some-college,13,Never-married,Adm-clerical,Husband,White,Male,497,0,33,United-States
72,Private,HS-grad,10,Married-civ-spouse,?,Other-relative,White,Male,0,54,17,United-States
36,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,16,United-States
34,Private,HS-grad,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,700,15,22,United-States
22,Private,HS-grad,6,Never-married,Exec-managerial,Husband,White,Male,0,0,38,India
33,Private,HS-grad,13,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,42,United-States
35,?,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,485,0,63,United-States
26,Self-emp-not-inc,Masters,8,Married-civ-spouse,Exec-managerial,Husband,White,Female,257,24,53,United-States
22,Private,HS-grad,9,Widowed,Prof-specialty,Unmarried,White,Female,198,69,40,United-States
57,Private,HS-grad,8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,39,United-States
44,Private,Some-college,13,Married-civ-spouse,Other-service,Unmarried,White,Male,0,0,38,United-States
35,Private,HS-grad,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,817,48,57,United-States
29,Private,HS-grad,7,Never-married,Tech-support,Husband,White,Male,2870,0,38,United-States
30,Private,HS-grad,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,108,38,United-States
34,Local-gov,HS-grad,10,Separated,?,Not-in-family,White,Male,877,0,32,United-States
28,Private,Some-college,9,Divorced,Protective-serv,Husband,White,Female,0,34,8,Mexico
56,?,HS-grad,8,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,273,0,48,Guatemala
50,Private,Prof-school,6,Never-married,?,Own-child,White,Female,0,0,43,United-States
52,Private,Masters,9,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,1888,0,40,United-States
37,Private,Assoc-acdm,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,44,United-States
61,Self-emp-not-inc,Some-college,14,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,0,39,40,Dominican-Republic
19,Private,7th-8th,10,Separated,Sales,Own-child,White,Male,66,0,38,United-States
33,Private,Prof-school,9,Never-married,Sales,Not-in-family,White,Male,488,53,37,United-States
41,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,1148,38,10,United-States
48,Private,12th,10,Married-civ-spouse,?,Not-in-family,White,Male,423,0,40,United-States
68,Private,Some-college,16,Married-civ-spouse,Other-service,Not-in-family,White,Male,194,0,40,United-States
17,Private,HS-grad,9,Never-married,Adm-clerical,Husband,White,Female,0,57,59,Ireland
67,Private,1st-4th,11,Married-civ-spouse,Prof-specialty,Unmarried,White,Male,441,0,52,United-States
57,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,27,39,United-States
65,Private,HS-grad,16,Never-married,Prof-specialty,Not-in-family,White,Female,174,0,39,United-States
38,?,Bachelors,10,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,40,India
36,Self-emp-not-inc,HS-grad,10,Never-married,Craft-repair,Husband,Black,Male,0,0,37,United-States
33,Private,HS-grad,9,Never-married,Exec-managerial,Husband,White,Male,9029,0,39,United-States
48,Private,5th-6th,13,Never-married,Farming-fishing,Husband,Other,Female,0,58,40,United-States
37,Private,Some-college,9,Separated,Sales,Own-child,White,Female,14685,0,56,United-States
45,?,HS-grad,10,Never-married,Tech-support,Husband,Asian-Pac-Islander,Male,0,24,35,United-States
44,Self-emp-inc,9th,13,Divorced,Tech-support,Not-in-family,White,Female,0,24,39,United-States
37,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,373,0,45,United-States
35,Self-emp-inc,HS-grad,13,Never-married,Exec-managerial,Husband,White,Male,0,0,41,United-States
55,Private,HS-grad,11,Never-married,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,0,21,59,United-States
28,Federal-gov,10th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,36,United-States
47,Private,Bachelors,11,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,45,United-States
46,Private,11th,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,7486,55,39,United-States
34,Private,Bachelors,10,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,1363,68,41,United-States
43,Private,HS-grad,9,Divorced,Machine-op-inspct,Own-child,White,Male,288,0,45,?
31,Private,Bachelors,9,Separated,Farming-fishing,Not-in-family,White,Male,221,0,38,United-States
52,?,Some-college,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,284,0,12,El-Salvador
17,Private,HS-grad,14,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,278,1430,38,United-States
46,Private,Some-college,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,41,United-States
66,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0,50,39,?
47,Private,HS-grad,10,Married-civ-spouse,Craft-repair,Own-child,White,Male,2125,21,50,United-States
28,Federal-gov,Bachelors,9,Never-married,Prof-specialty,Husband,White,Female,0,49,56,United-States
22,Private,Bachelors,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,19,32,43,Mexico
43,Private,Some-college,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,39,0,39,Mexico
23,?,Bachelors,13,Divorced,Machine-op-inspct,Own-child,White,Male,0,4,23,United-States
54,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,153,25,39,United-States
50,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,24,United-States
35,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,2721,1992,39,United-States
60,Private,Prof-school,13,Never-married,Craft-repair,Husband,White,Male,0,17,40,United-States
26,Private,11th,11,Married-civ-spouse,Handlers-cleaners,Own-child,White,Female,970,11,41,United-States
41,Private,Some-college,13,Married-civ-spouse,Priv-house-serv,Husband,White,Male,1596,0,39,United-States
49,Private,HS-grad,13,Married-civ-spouse,Sales,Unmarried,White,Male,339,62,39,United-States
20,Federal-gov,7th-8th,9,Married-civ-spouse,Adm-clerical,Own-child,White,Female,0,62,42,United-States
30,Self-emp-not-inc,Some-college,6,Married-civ-spouse,Prof-specialty,Unmarried,White,Male,60,0,54,United-States
40,Private,Some-college,9,Married-civ-spouse,Sales,Not-in-family,White,Male,650,0,51,United-States
35,Private,Assoc-voc,10,Divorced,Handlers-cleaners,Own-child,White,Male,100,0,41,Philippines
29,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0,0,40,United-States
33,Private,5th-6th,9,Married-civ-spouse,Craft-repair,Husband,White,Male,848,0,38,United-States
47,?,7th-8th,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,650,1885,40,United-States
43,Private,Assoc-voc,13,Never-married,Machine-op-inspct,Unmarried,White,Female,0,66,12,United-States
40,Private,HS-grad,8,Separated,Farming-fishing,Not-in-family,Black,Male,9670,21,11,Haiti
66,Private,Assoc-voc,10,Married-civ-spouse,Other-service,Not-in-family,White,Female,701,38,29,United-States
43,Self-emp-not-inc,Some-college,14,Separated,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,62,41,United-States
50,?,12th,7,Never-married,Other-service,Other-relative,White,Female,0,36,40,United-States
41,Self-emp-inc,HS-grad,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,51,United-States
19,Self-emp-not-inc,Some-college,10,Married-civ-spouse,?,Own-child,White,Male,0,54,35,United-States
41,State-gov,Masters,9,Never-married,Adm-clerical,Own-child,White,Male,800,0,39,United-States
52,Private,Some-college,14,Never-married,Craft-repair,Not-in-family,White,Male,0,0,61,United-States
55,Private,HS-grad,13,Widowed,Prof-specialty,Unmarried,White,Male,0,65,28,United-States
51,Private,HS-grad,13,Never-married,Transport-moving,Husband,White,Male,0,72,37,United-States
25,Private,11th,9,Married-civ-spouse,Other-service,Husband,Black,Male,591,0,17,United-States
46,?,Masters,13,Married-civ-spouse,Sales,Not-in-family,White,Female,1508,0,40,United-States
70,Local-gov,12th,9,Separated,Prof-specialty,Own-child,White,Male,76,26,35,United-States
24,Private,HS-grad,11,Never-married,Transport-moving,Other-relative,White,Male,0,0,40,United-States
34,Private,10th,9,Never-married,Sales,Husband,White,Male,0,0,39,United-States
51,Private,Some-college,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,1180,11,40,United-States
47,Self-emp-inc,HS-grad,10,Married-civ-spouse,Adm-clerical,Wife,White,Male,0,0,40,United-States
37,Federal-gov,HS-grad,13,Never-married,Exec-managerial,Own-child,White,Female,167,51,42,United-States
50,Private,HS-grad,9,Married-civ-spouse,Sales,Not-in-family,White,Female,1133,12,40,United-States
37,Private,5th-6th,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
41,Self-emp-not-inc,HS-grad,10,Never-married,Exec-managerial,Own-child,White,Male,0,46,42,United-States
24,Private,HS-grad,13,Divorced,Craft-repair,Husband,White,Male,455,7,36,United-States
37,Private,HS-grad,13,Never-married,Craft-repair,Not-in-family,White,Female,89,0,38,United-States
48,Private,Some-college,11,Never-married,Handlers-cleaners,Own-child,White,Male,405,59,39,United-States
22,Private,Some-college,10,Married-civ-spouse,Sales,Unmarried,Black,Female,498,0,71,United-States
37,Private,10th,9,Never-married,Other-service,Not-in-family,Black,Male,445,0,24,United-States
35,Private,HS-grad,10,Married-civ-spouse,Other-service,Own-child,Asian-Pac-Islander,Male,255,13,36,United-States
58,Private,HS-grad,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,582,0,47,United-States
29,Private,Some-college,13,Never-married,Adm-clerical,Husband,White,Male,1160,97,37,United-States
44,Self-emp-not-inc,Bachelors,11,Never-married,Farming-fishing,Other-relative,White,Male,4504,17,44,United-States
19,Private,HS-grad,13,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,17,15,United-States
39,Private,Some-college,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,683,35,41,United-States
18,Private,Bachelors,9,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,48,United-States
31,Private,Assoc-acdm,12,Never-married,Handlers-cleaners,Husband,White,Male,0,18,46,United-States
44,State-gov,HS-grad,4,Married-civ-spouse,Tech-support,Husband,White,Male,286,0,41,United-States
42,Private,HS-grad,14,Married-civ-spouse,Exec-managerial,Husband,White,Female,3963,0,26,United-States
32,Private,Assoc-acdm,9,Never-married,Exec-managerial,Own-child,White,Male,1824,1739,26,United-States
24,Private,Bachelors,13,Divorced,Adm-clerical,Husband,White,Female,854,0,39,China
25,Private,Bachelors,9,Divorced,Sales,Not-in-family,White,Female,997,0,41,United-States
59,Private,11th,10,Never-married,Protective-serv,Husband,Amer-Indian-Eskimo,Female,15060,22,49,United-States
21,Private,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Own-child,Black,Male,267,33,66,United-States
44,Private,HS-grad,4,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,41,United-States
67,Federal-gov,Doctorate,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Philippines
34,Private,Bachelors,10,Separated,Adm-clerical,Wife,White,Female,0,0,39,United-States
33,Private,Some-college,9,Never-married,Exec-managerial,Wife,White,Male,1838,89,45,United-States
42,Private,Masters,9,Married-civ-spouse,Other-service,Husband,White,Male,341,81,49,United-States
26,Self-emp-not-inc,Bachelors,6,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,51,38,United-States
32,Private,Assoc-acdm,9,Never-married,Prof-specialty,Husband,Black,Female,827,97,38,United-States
61,Private,Some-college,10,Divorced,Craft-repair,Own-child,Black,Male,2256,50,50,United-States
35,Local-gov,Masters,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,13,36,United-States
34,Private,Some-college,9,Divorced,Craft-repair,Own-child,White,Male,516,0,78,United-States
63,Private,Some-college,16,Married-civ-spouse,Farming-fishing,Unmarried,White,Female,0,0,39,United-States
25,Private,HS-grad,10,Never-married,?,Not-in-family,White,Female,994,0,51,Germany
29,Private,11th,9,Divorced,Machine-op-inspct,Husband,White,Female,0,9,47,United-States
24,Federal-gov,HS-grad,10,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,68,107,39,Thailand
34,Federal-gov,HS-grad,10,Married-civ-spouse,Exec-managerial,Own-child,White,Male,382,0,82,United-States
40,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,7,41,United-States
43,Private,10th,9,Married-civ-spouse,?,Husband,White,Male,382,1501,24,United-States
32,Private,Prof-school,10,Married-civ-spouse,Other-service,Own-child,White,Male,0,10,58,United-States
17,Private,HS-grad,10,Divorced,?,Husband,White,Male,1482,83,38,United-States
25,Private,Some-college,8,Married-civ-spouse,?,Not-in-family,White,Female,12860,62,30,United-States
37,Self-emp-inc,Some-college,9,Never-married,Adm-clerical,Not-in-family,White,Female,781,0,98,United-States
45,Private,Some-college,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,39,United-States
24,?,Some-college,14,Never-married,?,Unmarried,White,Female,1113,0,37,Canada
18,Private,5th-6th,9,Married-civ-spouse,Tech-support,Not-in-family,White,Female,1132,2,32,United-States
33,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
39,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Female,0,42,40,United-States
47,Private,Bachelors,13,Never-married,Machine-op-inspct,Husband,White,Female,782,0,39,Haiti
31,Private,HS-grad,12,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,449,72,40,United-States
35,Private,HS-grad,13,Married-civ-spouse,Craft-repair,Husband,White,Female,0,32,38,United-States
27,Private,HS-grad,4,Never-married,Craft-repair,Unmarried,Black,Male,0,0,39,United-States
61,?,Doctorate,10,Divorced,Sales,Husband,Black,Male,314,68,39,United-States
79,Private,Some-college,9,Married-spouse-absent,Sales,Husband,Amer-Indian-Eskimo,Female,0,0,41,United-States
23,?,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,558,75,47,United-States
41,Private,Bachelors,5,Married-civ-spouse,Exec-managerial,Other-relative,White,Female,955,35,53,United-States
32,Private,Assoc-voc,10,Never-married,?,Husband,White,Female,0,104,45,United-States
23,Private,HS-grad,10,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,1603,46,United-States
31,Private,HS-grad,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,7,40,United-States
30,Private,HS-grad,9,Never-married,?,Not-in-family,White,Female,906,0,45,United-States
69,?,Bachelors,9,Married-civ-spouse,Craft-repair,Husband,White,Female,47,0,37,United-States
44,Private,HS-grad,16,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,46,39,United-States
23,Private,Bachelors,10,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,557,0,34,Ireland
50,Private,5th-6th,12,Divorced,?,Own-child,White,Male,0,67,5,United-States
29,Private,Masters,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
27,Private,12th,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
23,Private,HS-grad,9,Divorced,Exec-managerial,Husband,White,Male,721,0,41,United-States
46,Private,Some-college,8,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,27,18,United-States
45,?,Assoc-voc,10,Never-married,Sales,Husband,White,Male,1232,47,38,United-States
24,Federal-gov,11th,10,Divorced,Machine-op-inspct,Unmarried,White,Male,206,0,49,United-States
28,Private,HS-grad,10,Widowed,Transport-moving,Husband,White,Male,0,24,46,United-States
38,Private,HS-grad,14,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,0,16,44,United-States
25,Private,Assoc-acdm,10,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,1471,10,34,China
34,Self-emp-not-inc,Assoc-voc,9,Married-civ-spouse,Craft-repair,Unmarried,White,Male,0,81,6,United-States
27,Private,HS-grad,13,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,21,United-States
41,Federal-gov,Assoc-acdm,10,Married-civ-spouse,Prof-specialty,Husband,White,Female,825,0,1,United-States
50,Private,Some-college,13,Divorced,Adm-clerical,Husband,Black,Female,0,4,41,United-States
45,Self-emp-not-inc,Some-college,12,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,0,0,38,El-Salvador
52,Private,HS-grad,13,Married-civ-spouse,Adm-clerical,Own-child,White,Male,6917,42,28,United-States
32,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,968,0,59,United-States
38,Private,Some-college,9,Married-civ-spouse,Exec-managerial,Own-child,White,Male,696,12,39,United-States
32,?,Masters,14,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,40,United-States
41,Private,HS-grad,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,344,0,40,United-States
17,Private,HS-grad,10,Never-married,Exec-managerial,Husband,White,Male,324,8,42,United-States
36,Private,Bachelors,14,Never-married,Adm-clerical,Own-child,White,Male,13222,55,39,?
18,Private,11th,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,27,47,United-States
20,Private,Some-college,9,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,2634,0,43,United-States
39,Private,HS-grad,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,1282,0,43,United-States
32,Self-emp-not-inc,11th,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,14,United-States
36,Private,Some-college,14,Divorced,Sales,Husband,White,Male,12,26,22,United-States
46,Self-emp-not-inc,12th,8,Married-civ-spouse,?,Husband,White,Male,463,7,41,United-States
43,Federal-gov,Bachelors,9,Never-married,Protective-serv,Husband,White,Male,0,0,22,United-States
61,Private,HS-grad,16,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,0,36,United-States
29,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,38,United-States
38,Private,Some-college,10,Married-civ-spouse,Farming-fishing,Not-in-family,White,Male,4807,0,53,United-States
50,?,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,0,0,55,Hungary
44,Private,Assoc-acdm,9,Divorced,?,Husband,White,Male,2010,0,22,United-States
25,Self-emp-not-inc,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States
31,Private,HS-grad,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,37,40,United-States
