row_id,age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country
1678,24,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
44390,46,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
12559,29,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
32287,28,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Female,0,0,40,United-States
15155,32,Private,HS-grad,9,Separated,Handlers-cleaners,Not-in-family,White,Female,0,0,40,United-States
25357,45,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,United-States
26664,28,Local-gov,Some-college,10,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
8965,22,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,30,United-States
47349,36,Local-gov,11th,7,Divorced,Other-service,Unmarried,Black,Female,0,0,30,United-States
37799,44,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,Greece
45893,25,Private,7th-8th,4,Never-married,Priv-house-serv,Other-relative,White,Female,0,0,40,Guatemala
43682,34,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
29147,18,Private,11th,7,Never-married,Sales,Own-child,White,Female,0,0,30,United-States
45012,43,Federal-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States
4320,45,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
9504,46,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1902,42,?
2204,49,Local-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,50,United-States
15820,23,Private,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States
18914,31,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,40,United-States
13186,39,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
40421,42,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
17359,42,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
13649,40,Private,HS-grad,9,Divorced,Craft-repair,Other-relative,White,Female,0,0,40,Vietnam
26466,34,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,32,Canada
6867,19,Private,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,35,United-States
39122,41,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
3639,22,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
48194,21,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,45,United-States
37648,18,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,15,United-States
9637,24,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
269,33,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States
39766,31,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States
34453,25,Private,Some-college,10,Married-spouse-absent,Sales,Not-in-family,White,Female,0,0,40,United-States
35531,31,Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
37601,26,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States
3614,24,Local-gov,Bachelors,13,Never-married,Adm-clerical,Own-child,Black,Female,0,0,27,United-States
17438,43,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
5644,38,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States
42116,29,Private,Some-college,10,Separated,Other-service,Unmarried,Black,Female,0,0,40,United-States
30382,36,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States
16099,40,Private,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States
3103,22,Private,Some-college,10,Divorced,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States
15123,57,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States
15813,38,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,32,United-States
35560,25,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States
31072,42,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States
43316,39,State-gov,Doctorate,16,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,30,United-States
22999,41,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States
5824,38,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,70,?
34771,23,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
37093,30,Self-emp-not-inc,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0,2444,55,United-States
27371,26,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
37586,41,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
24068,38,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,50,United-States
25489,26,Local-gov,Some-college,10,Married-civ-spouse,Other-service,Other-relative,White,Male,0,0,40,United-States
20838,58,Local-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
1227,36,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
5259,20,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States
1528,48,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
31012,29,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States
15284,54,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States
24797,20,?,Some-college,10,Never-married,?,Other-relative,Black,Female,0,0,40,United-States
44303,50,Federal-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
12103,34,Private,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
19987,19,?,Some-college,10,Never-married,?,Own-child,White,Male,0,0,22,United-States
36833,32,State-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Japan
11101,42,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
3752,41,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
14084,54,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,14084,0,40,United-States
7837,26,Private,10th,6,Never-married,Adm-clerical,Not-in-family,White,Female,2907,0,40,United-States
45404,34,State-gov,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States
39412,62,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,6,United-States
30861,53,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2829,0,40,United-States
42539,27,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
39198,20,Private,7th-8th,4,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,Mexico
9048,32,Private,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,35,England
43572,46,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States
26310,56,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
39381,34,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States
43742,32,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,77,United-States
15461,37,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,99,United-States
5360,54,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States
11055,19,Private,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States
20816,39,Private,12th,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
39893,35,Private,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States
41998,36,Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
340,45,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States
24905,21,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States
20342,21,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,60,United-States
10779,24,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,50,United-States
5839,19,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States
16433,18,Private,11th,7,Never-married,Sales,Not-in-family,White,Female,0,0,15,United-States
46058,43,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States
15722,45,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,14,United-States
25290,33,Private,HS-grad,9,Separated,Other-service,Unmarried,White,Female,0,0,40,United-States
34266,41,Self-emp-not-inc,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States
17692,42,Private,5th-6th,3,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,0,0,35,Mexico
47457,31,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,72,United-States
47001,41,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
12225,37,Local-gov,Masters,14,Married-civ-spouse,Protective-serv,Husband,White,Male,7688,0,50,United-States
24235,23,Private,Some-college,10,Never-married,Other-service,Unmarried,White,Female,0,0,25,United-States
14633,20,Local-gov,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States
13840,47,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States
1797,32,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States
29705,24,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States
24511,50,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,50,United-States
2511,42,Private,HS-grad,9,Divorced,Protective-serv,Not-in-family,Black,Male,0,0,35,United-States
13540,39,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States
44338,50,State-gov,Masters,14,Widowed,Prof-specialty,Unmarried,White,Female,0,0,60,United-States
11635,32,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
7063,31,Federal-gov,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,Cuba
23847,42,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States
48135,18,?,12th,8,Never-married,?,Own-child,Black,Female,0,0,15,United-States
11757,36,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,India
32760,19,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States
37134,32,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States
11538,40,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,46,United-States
35490,35,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,Other,Female,0,0,44,Puerto-Rico
17891,34,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
30809,29,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,50,United-States
30867,24,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,24,United-States
26134,35,Private,HS-grad,9,Widowed,Other-service,Unmarried,Black,Male,0,0,40,United-States
4406,45,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,?
40738,52,Local-gov,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,20,United-States
15601,58,Self-emp-not-inc,Bachelors,13,Divorced,Other-service,Not-in-family,White,Female,0,0,20,United-States
9046,28,Federal-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Female,0,0,40,United-States
1986,29,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,48,United-States
28816,55,Local-gov,12th,8,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
33021,34,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Germany
796,22,Private,Some-college,10,Never-married,Other-service,Other-relative,Black,Male,0,0,20,United-States
24973,41,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,62,United-States
10987,38,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,1977,99,United-States
31438,38,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
8467,25,Private,5th-6th,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,33,Mexico
33680,52,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
18823,38,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,50,United-States
45759,40,Private,Some-college,10,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,48,United-States
6697,22,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,25,United-States
16602,40,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40,United-States
5529,43,Local-gov,Bachelors,13,Divorced,Prof-specialty,Own-child,White,Female,0,0,39,United-States
45157,54,Self-emp-not-inc,Masters,14,Divorced,Tech-support,Not-in-family,White,Female,0,0,20,United-States
42836,21,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,30,United-States
12520,33,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Male,8614,0,40,United-States
32166,51,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,12,United-States
39853,22,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
27078,55,Private,9th,5,Divorced,Craft-repair,Unmarried,White,Female,99999,0,37,United-States
25830,31,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
11746,33,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States
4544,34,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States
43798,36,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
43952,23,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,1669,40,United-States
30846,46,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
16506,46,Private,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,1902,40,United-States
16990,50,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
35383,18,Private,12th,8,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,4,United-States
43793,29,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,60,Mexico
43311,42,Private,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Male,7430,0,40,United-States
38031,28,Private,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
31288,45,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1740,50,United-States
4106,46,Private,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,45,United-States
7855,25,Self-emp-not-inc,Some-college,10,Never-married,Farming-fishing,Own-child,White,Female,0,0,50,United-States
43863,56,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,60,United-States
29556,38,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,45,United-States
443,24,Federal-gov,HS-grad,9,Never-married,Armed-Forces,Own-child,White,Male,0,0,40,United-States
4941,38,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States
32335,24,Private,5th-6th,3,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,0,0,40,Mexico
245,38,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,1741,40,United-States
7817,59,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States
26763,23,Private,10th,6,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Male,0,0,30,?
33727,46,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,52,United-States
31769,45,Private,Bachelors,13,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States
10881,25,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,4416,0,40,United-States
34723,33,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,30,United-States
11518,23,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,20,United-States
15823,24,Private,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States
36389,27,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
31652,28,State-gov,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,90,United-States
41423,44,Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,15024,0,40,Philippines
32049,21,Private,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,Black,Male,2176,0,40,United-States
27722,61,Local-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,70,United-States
4571,58,Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,27,United-States
17888,18,Private,10th,6,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States
12878,36,Private,Assoc-acdm,12,Divorced,Other-service,Unmarried,White,Female,0,0,37,United-States
11848,35,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States
47518,21,Private,Some-college,10,Never-married,Other-service,Not-in-family,Black,Female,0,0,10,United-States
19139,30,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
43547,31,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
30753,40,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,44,United-States
38766,52,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,44,United-States
24509,33,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States
28131,23,Private,Bachelors,13,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States
24000,44,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,45,United-States
9465,55,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,50,United-States
35212,27,?,11th,7,Divorced,?,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States
13642,30,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,50,United-States
1171,51,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,43,United-States
31454,33,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,55,United-States
8596,38,Self-emp-not-inc,HS-grad,9,Separated,Other-service,Unmarried,White,Female,0,0,40,United-States
45937,44,Private,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
46593,24,Private,Masters,14,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States
44664,27,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
18010,36,Federal-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1848,55,United-States
742,55,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,72,United-States
45338,42,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States
20873,46,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,43,United-States
47207,57,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
47058,29,Private,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,21,United-States
41616,22,?,Some-college,10,Never-married,?,Own-child,Asian-Pac-Islander,Male,0,0,20,United-States
14318,47,Private,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,60,United-States
18747,43,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
41520,53,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3464,0,34,United-States
15411,31,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico
8223,28,?,Assoc-acdm,12,Never-married,?,Other-relative,White,Male,0,0,40,United-States
27157,34,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
45729,23,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
33927,18,Private,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States
27807,32,Self-emp-not-inc,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,35,United-States
4737,25,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,84,United-States
29973,47,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Dominican-Republic
48353,53,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1887,48,Canada
6825,27,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
25266,24,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States
42837,33,Private,HS-grad,9,Divorced,Craft-repair,Other-relative,White,Male,0,0,40,United-States
