row_id,age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country
9543,47,Private,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States
249,40,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,60,United-States
39827,41,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
34331,48,State-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States
35465,42,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
37662,41,Self-emp-not-inc,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,40,United-States
3343,40,Private,HS-grad,9,Separated,Other-service,Unmarried,White,Female,0,0,47,United-States
17342,43,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Female,1055,0,40,United-States
5485,49,Private,7th-8th,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,32,United-States
42177,48,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,1564,50,United-States
30342,50,State-gov,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,United-States
16028,48,Self-emp-not-inc,Some-college,10,Divorced,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States
2895,48,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
15000,50,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,38,United-States
15740,43,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States
35486,46,Self-emp-not-inc,HS-grad,9,Married-spouse-absent,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,0,45,India
31047,50,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,80,United-States
43396,45,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,84,United-States
22864,47,State-gov,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
5691,45,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
34644,48,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
37092,48,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,65,United-States
27162,43,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
37657,40,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
23875,50,Private,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
25279,46,Local-gov,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States
20671,40,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
1157,46,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
5059,44,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States
1412,43,Self-emp-inc,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,78,Thailand
30977,48,Private,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
15178,44,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,42,Japan
24579,43,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States
44425,49,Self-emp-not-inc,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,60,United-States
11953,43,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,United-States
19867,50,Self-emp-not-inc,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,7688,0,55,United-States
36792,46,?,Some-college,10,Never-married,?,Own-child,White,Female,0,0,15,United-States
11079,48,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,65,United-States
3468,50,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
13891,47,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,25,Philippines
7706,49,Private,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
45448,48,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States
39467,40,Private,9th,5,Never-married,Craft-repair,Other-relative,Black,Male,0,0,40,United-States
30810,46,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
42626,40,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
39284,50,Private,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
8910,42,Private,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,36,United-States
43619,48,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
26064,46,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States
39441,45,Private,HS-grad,9,Widowed,Farming-fishing,Unmarried,White,Male,0,0,65,United-States
43806,47,Private,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico
15393,46,Local-gov,Masters,14,Widowed,Exec-managerial,Unmarried,Black,Female,0,0,35,United-States
5158,49,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,30,United-States
11045,47,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
20646,44,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States
39961,44,Private,11th,7,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States
42032,43,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,47,United-States
306,43,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
24686,44,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,United-States
20240,43,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,44,United-States
10726,48,Private,Masters,14,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States
5701,49,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States
16410,45,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
46058,43,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States
15638,43,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States
25101,48,Private,Preschool,1,Separated,Other-service,Unmarried,White,Female,0,0,40,El-Salvador
34128,45,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
17590,40,Local-gov,HS-grad,9,Never-married,Craft-repair,Other-relative,Amer-Indian-Eskimo,Male,0,0,40,United-States
47482,40,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,31,United-States
47021,47,Self-emp-not-inc,Masters,14,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,0,0,60,United-States
12060,40,Local-gov,HS-grad,9,Married-spouse-absent,Farming-fishing,Own-child,Black,Male,0,0,40,United-States
24026,40,Local-gov,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Male,8614,0,50,United-States
14428,41,State-gov,HS-grad,9,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40,United-States
13660,42,Local-gov,HS-grad,9,Widowed,Transport-moving,Unmarried,White,Female,0,0,40,United-States
1643,48,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States
29659,41,State-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
24312,42,Private,Some-college,10,Never-married,Transport-moving,Unmarried,Black,Female,0,0,40,United-States
2287,41,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,55,Taiwan
13398,49,Local-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States
44457,40,Private,7th-8th,4,Never-married,Other-service,Not-in-family,White,Male,0,0,20,United-States
11563,41,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
6927,45,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States
23686,41,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,38,United-States
48129,41,Private,Some-college,10,Separated,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States
11682,48,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States
32631,43,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States
37126,41,Private,HS-grad,9,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States
11484,50,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines
35433,46,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,44,United-States
17786,42,Private,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,Black,Female,0,0,40,United-States
30759,50,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
30819,50,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
25896,43,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
4215,41,Self-emp-not-inc,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
40785,41,?,HS-grad,9,Divorced,?,Not-in-family,White,Male,0,0,40,United-States
15542,48,Self-emp-inc,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States
8907,46,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1672,50,United-States
1780,43,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,7688,0,40,United-States
28785,49,Self-emp-not-inc,10th,6,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,32,United-States
32901,48,Private,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,48,United-States
784,41,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
24779,45,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
10956,43,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States
31413,47,Private,Some-college,10,Separated,Adm-clerical,Unmarried,White,Female,0,0,50,United-States
8305,40,Private,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Male,0,0,40,United-States
33576,48,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Dominican-Republic
18747,43,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
45745,43,?,HS-grad,9,Divorced,?,Not-in-family,Amer-Indian-Eskimo,Male,0,0,45,United-States
6574,42,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
16573,45,State-gov,HS-grad,9,Divorced,Protective-serv,Unmarried,Black,Female,0,0,40,United-States
5335,49,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
45217,42,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,60,United-States
42909,45,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
12403,50,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States
32080,40,Private,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,80,United-States
39918,46,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,99999,0,60,United-States
26844,47,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1977,45,United-States
25596,50,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States
11678,41,Private,Masters,14,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
4357,50,Federal-gov,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Male,0,0,40,United-States
43852,48,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United-States
44047,50,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
30801,41,Local-gov,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,0,0,40,United-States
16457,46,?,HS-grad,9,Divorced,?,Not-in-family,White,Female,0,0,15,United-States
16934,41,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
35320,47,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
43848,42,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
43394,42,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States
38068,41,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,1887,70,South
31261,49,Self-emp-not-inc,Bachelors,13,Widowed,Sales,Unmarried,White,Female,0,0,40,United-States
3889,46,Self-emp-not-inc,HS-grad,9,Separated,Craft-repair,Unmarried,White,Male,0,0,40,United-States
7719,50,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
43909,41,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,?
29537,42,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,60,United-States
406,41,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,65,United-States
4802,50,?,Masters,14,Never-married,?,Not-in-family,White,Male,0,0,40,United-States
32197,41,Self-emp-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States
219,45,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States
7672,47,Private,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
26528,44,Private,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Male,0,0,45,United-States
33640,44,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
31725,45,Local-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,United-States
10831,47,Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States
34577,43,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,3103,0,70,United-States
11454,44,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,80,United-States
15750,49,Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
36376,45,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States
31615,49,Private,Doctorate,16,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States
41457,40,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,2559,55,United-States
31973,43,Self-emp-inc,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,40,United-States
27526,45,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,5178,0,40,Philippines
4382,48,Self-emp-not-inc,Bachelors,13,Married-spouse-absent,Exec-managerial,Not-in-family,Black,Male,0,0,40,Jamaica
17782,42,Private,Doctorate,16,Married-spouse-absent,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States
12733,50,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,7298,0,40,Philippines
11754,45,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
47526,40,Private,Bachelors,13,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,65,United-States
19035,44,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,33,United-States
43591,48,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States
30696,47,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States
38814,44,Private,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States
24311,43,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States
28042,48,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,50,United-States
23824,41,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
9393,46,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
35106,50,State-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,39,United-States
13485,43,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,16,United-States
1110,41,Private,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States
31422,42,?,HS-grad,9,Separated,?,Unmarried,White,Male,0,0,40,United-States
8422,47,Self-emp-not-inc,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,65,United-States
45922,45,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Italy
46630,43,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
44719,41,Local-gov,HS-grad,9,Divorced,Protective-serv,Unmarried,Black,Female,0,0,40,United-States
17910,50,Private,5th-6th,3,Divorced,Other-service,Not-in-family,White,Male,0,0,37,Cuba
726,43,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,?
45376,45,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States
20687,42,?,Some-college,10,Never-married,?,Not-in-family,White,Male,0,0,45,United-States
47237,42,State-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
47083,43,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,United-States
41628,42,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States
14127,44,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,Canada
18658,45,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,84,Japan
41542,40,Self-emp-not-inc,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
15350,46,Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,45,United-States
8068,50,Private,Bachelors,13,Divorced,Sales,Unmarried,Black,Male,0,0,40,United-States
26937,46,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
45724,44,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,60,United-States
33799,48,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,35,United-States
27647,44,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States
