age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country
43,Private,10th,6,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States
36,?,HS-grad,9,Married-civ-spouse,?,Husband,Black,Male,0,0,40,United-States
72,Private,Assoc-voc,11,Separated,Other-service,Unmarried,White,Female,6723,0,25,United-States
77,Local-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,6,United-States
58,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
20,?,HS-grad,9,Never-married,?,Own-child,White,Male,0,0,12,United-States
54,Private,HS-grad,9,Married-civ-spouse,Priv-house-serv,Other-relative,Black,Female,0,0,20,United-States
73,Self-emp-not-inc,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,36,United-States
58,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,7688,0,45,United-States
28,Private,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States
19,Private,Some-college,10,Never-married,Other-service,Other-relative,White,Female,0,0,35,United-States
38,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,50,United-States
21,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,United-States
65,Private,Some-college,10,Widowed,Prof-specialty,Not-in-family,White,Female,1848,0,20,Hungary
51,Private,11th,7,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States
71,Private,HS-grad,9,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
52,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,?
29,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
38,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
49,Private,Bachelors,13,Married-spouse-absent,Transport-moving,Unmarried,White,Male,0,0,30,Columbia
21,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Other,Female,0,0,40,United-States
69,?,Some-college,10,Widowed,?,Not-in-family,White,Female,0,0,20,United-States
35,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States
51,State-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,3908,0,40,United-States
37,State-gov,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,8614,0,40,United-States
59,Private,10th,6,Separated,Priv-house-serv,Not-in-family,Black,Female,0,0,30,United-States
36,Self-emp-not-inc,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,70,United-States
40,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States
21,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States
78,?,Assoc-acdm,12,Widowed,?,Not-in-family,White,Female,0,0,4,United-States
45,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
85,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,Poland
51,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
44,Private,HS-grad,9,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States
77,Private,9th,5,Married-civ-spouse,Priv-house-serv,Wife,Black,Female,0,0,10,United-States
78,?,9th,5,Widowed,?,Unmarried,White,Male,0,0,40,United-States
22,Private,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States
43,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States
32,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States
46,Private,HS-grad,9,Divorced,Tech-support,Not-in-family,White,Female,0,0,20,United-States
72,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,10,United-States
81,Private,1st-4th,2,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,15,Poland
73,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,8,United-States
67,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1510,8,United-States
52,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,3781,0,40,Columbia
79,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,United-States
60,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,3781,0,16,United-States
25,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,0,1092,40,Philippines
80,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,9386,0,40,United-States
79,Private,7th-8th,4,Widowed,Other-service,Unmarried,Black,Male,0,0,5,United-States
51,Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
78,?,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,3,United-States
71,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,17,United-States
63,Self-emp-not-inc,HS-grad,9,Widowed,Farming-fishing,Unmarried,White,Male,0,0,60,United-States
70,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,16,United-States
74,Self-emp-not-inc,Bachelors,13,Widowed,Craft-repair,Not-in-family,White,Male,15831,0,8,Germany
21,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States
45,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Female,0,0,80,United-States
79,?,10th,6,Married-civ-spouse,?,Husband,White,Male,0,0,20,United-States
75,?,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,13,United-States
72,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,20,United-States
29,Private,7th-8th,4,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,Mexico
30,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
19,?,Some-college,10,Never-married,?,Own-child,White,Male,0,0,24,Canada
85,Private,HS-grad,9,Widowed,Sales,Unmarried,White,Male,0,0,35,United-States
27,Private,Some-college,10,Separated,Adm-clerical,Unmarried,White,Female,0,0,20,United-States
25,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,25,United-States
28,Private,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States
37,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States
22,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States
36,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States
38,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,24,United-States
89,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
43,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico
78,Local-gov,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,5,United-States
64,Self-emp-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
52,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,90,United-States
45,Local-gov,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States
65,Self-emp-not-inc,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,1797,0,21,United-States
82,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Cuba
35,Private,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,0,0,45,United-States
49,Private,HS-grad,9,Separated,Sales,Unmarried,White,Female,0,0,40,United-States
21,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States
48,Local-gov,Masters,14,Separated,Prof-specialty,Not-in-family,White,Male,0,1876,50,United-States
22,Private,HS-grad,9,Widowed,Adm-clerical,Own-child,White,Female,0,0,40,United-States
83,Local-gov,Some-college,10,Widowed,Prof-specialty,Not-in-family,White,Male,0,0,12,United-States
23,Private,Some-college,10,Separated,Sales,Unmarried,White,Female,0,0,40,United-States
36,Self-emp-not-inc,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,Mexico
21,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States
80,Self-emp-not-inc,7th-8th,4,Widowed,Farming-fishing,Not-in-family,White,Male,0,0,35,United-States
44,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1902,80,United-States
36,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,47,United-States
75,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States
59,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,48,United-States
60,Private,10th,6,Separated,Other-service,Not-in-family,White,Female,0,0,40,United-States
35,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Other,Male,0,0,40,United-States
73,Private,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,7,United-States
66,Private,HS-grad,9,Widowed,Tech-support,Not-in-family,White,Female,0,0,18,United-States
71,Self-emp-not-inc,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,10605,0,40,United-States
36,Federal-gov,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,45,United-States
90,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
18,Private,11th,7,Never-married,Farming-fishing,Own-child,White,Male,0,0,6,United-States
53,Federal-gov,Prof-school,15,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States
51,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States
42,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States
79,Private,7th-8th,4,Married-civ-spouse,Sales,Husband,White,Male,0,0,15,United-States
83,Self-emp-not-inc,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Male,0,0,8,United-States
23,State-gov,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,0,0,60,United-States
37,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States
31,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,55,United-States
71,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,20051,0,30,United-States
25,Private,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,35,United-States
59,Federal-gov,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States
59,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,2407,0,60,United-States
73,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,15,United-States
55,Private,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
28,Private,Some-college,10,Divorced,Other-service,Other-relative,Black,Male,0,0,24,United-States
48,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,?
59,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States
71,?,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,16,United-States
80,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,8,United-States
51,Local-gov,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
68,Local-gov,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,33,United-States
27,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States
39,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,7298,0,40,United-States
65,?,HS-grad,9,Never-married,?,Not-in-family,Black,Male,2346,0,40,United-States
33,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
56,Self-emp-not-inc,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
71,Self-emp-not-inc,HS-grad,9,Widowed,Farming-fishing,Unmarried,White,Male,1731,0,5,United-States
63,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,3103,0,32,United-States
37,Federal-gov,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States
28,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
29,Private,HS-grad,9,Separated,Protective-serv,Not-in-family,White,Male,0,0,55,United-States
39,Private,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,45,United-States
65,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,10605,0,60,United-States
28,?,Bachelors,13,Never-married,?,Not-in-family,White,Male,0,0,18,United-States
35,Private,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
65,Without-pay,7th-8th,4,Widowed,Farming-fishing,Unmarried,White,Female,0,0,50,United-States
51,Federal-gov,Masters,14,Widowed,Sales,Unmarried,White,Male,0,0,50,El-Salvador
50,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
31,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,14084,0,50,United-States
51,Federal-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
72,?,HS-grad,9,Widowed,?,Not-in-family,White,Female,0,0,8,United-States
28,Private,Bachelors,13,Never-married,Transport-moving,Unmarried,White,Male,0,0,20,United-States
27,Private,7th-8th,4,Never-married,Priv-house-serv,Own-child,White,Female,0,0,30,United-States
30,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Other-relative,White,Female,0,0,40,United-States
