row_id,age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country
33394,62,Private,12th,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,United-States
15847,66,?,7th-8th,4,Divorced,?,Not-in-family,White,Male,0,0,40,United-States
26188,63,Private,1st-4th,2,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
27479,61,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
9737,61,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
47322,66,Self-emp-inc,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States
38471,66,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,15,United-States
45587,82,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
43728,62,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,1,United-States
30023,70,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,20,United-States
44929,72,Private,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,0,0,20,United-States
4289,66,?,10th,6,Divorced,?,Not-in-family,White,Female,1086,0,20,United-States
10173,68,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
2359,67,?,11th,7,Married-civ-spouse,?,Husband,White,Male,0,419,3,United-States
16514,75,Self-emp-not-inc,Some-college,10,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,30,United-States
19616,63,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,7298,0,48,United-States
13889,72,Federal-gov,11th,7,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,8,Canada
40875,81,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,20,United-States
18178,71,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States
14267,65,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
27343,63,Private,10th,6,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States
7318,67,Self-emp-inc,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States
39858,62,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
3690,70,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,United-States
48199,66,?,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,10,United-States
38306,63,Local-gov,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,8614,0,38,United-States
10351,73,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United-States
325,76,Self-emp-not-inc,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,10,United-States
40364,61,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,27,United-States
35339,67,Private,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,21,United-States
36343,64,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
38276,76,?,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,0,0,5,United-States
3672,75,Self-emp-not-inc,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,United-States
18242,74,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,20051,0,25,United-States
5917,73,?,11th,7,Married-civ-spouse,?,Husband,White,Male,0,0,3,United-States
42294,66,State-gov,7th-8th,4,Widowed,Other-service,Not-in-family,Black,Female,2964,0,40,United-States
31468,73,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,25,United-States
16818,66,?,HS-grad,9,Widowed,?,Not-in-family,Other,Female,0,0,35,Puerto-Rico
3193,71,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,2964,0,60,United-States
15789,67,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,1797,0,40,United-States
16500,69,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,10,United-States
36377,64,Federal-gov,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40,United-States
32199,67,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,20051,0,20,United-States
43344,72,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,2653,0,42,United-States
23869,77,Private,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
6170,61,Private,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
35648,61,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
37769,63,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,United-States
28160,62,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States
38252,72,State-gov,7th-8th,4,Widowed,Other-service,Unmarried,Black,Female,0,0,40,United-States
24903,61,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,1902,40,United-States
26359,63,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
21377,62,Private,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States
1356,61,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1848,60,United-States
5422,63,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,20,United-States
1677,64,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,?
32103,61,Local-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
15931,65,Private,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,15,United-States
25778,67,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
44319,66,Self-emp-not-inc,11th,7,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States
12909,65,?,11th,7,Married-civ-spouse,?,Husband,White,Male,1797,0,40,United-States
20569,73,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2246,40,United-States
37503,67,Private,9th,5,Married-civ-spouse,Priv-house-serv,Wife,White,Female,0,0,6,United-States
11755,69,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,20051,0,50,United-States
3797,65,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,10,United-States
14690,72,Private,Assoc-voc,11,Separated,Other-service,Unmarried,White,Female,6723,0,25,United-States
8523,79,Private,HS-grad,9,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0,0,6,United-States
45161,70,Private,Bachelors,13,Widowed,Sales,Not-in-family,White,Male,0,0,30,United-States
40102,78,Self-emp-not-inc,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Male,0,0,24,United-States
31913,62,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,18,United-States
42601,80,Local-gov,1st-4th,2,Widowed,Farming-fishing,Not-in-family,Asian-Pac-Islander,Male,1086,0,20,Philippines
39939,73,Private,7th-8th,4,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,18,United-States
9817,67,Private,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States
43593,68,Private,HS-grad,9,Widowed,Priv-house-serv,Not-in-family,White,Female,0,0,6,United-States
27141,69,?,Doctorate,16,Married-civ-spouse,?,Husband,White,Male,0,0,50,United-States
40091,65,?,Assoc-acdm,12,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States
43786,66,?,HS-grad,9,Divorced,?,Not-in-family,Black,Male,0,0,40,United-States
16109,74,Private,9th,5,Widowed,Craft-repair,Not-in-family,White,Male,0,0,10,?
5595,66,Private,HS-grad,9,Never-married,Other-service,Other-relative,Black,Female,0,0,3,United-States
11724,61,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,7688,0,36,United-States
21371,61,Private,Preschool,1,Married-spouse-absent,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,40,China
40457,75,?,HS-grad,9,Widowed,?,Not-in-family,White,Female,2964,0,14,United-States
42203,64,Federal-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,0,0,45,United-States
429,63,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
25847,75,?,Bachelors,13,Widowed,?,Not-in-family,White,Female,0,0,6,United-States
20954,80,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,8,Canada
11510,74,Private,10th,6,Widowed,Other-service,Not-in-family,Black,Female,0,0,6,United-States
6174,79,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,20051,0,35,El-Salvador
17189,61,Private,10th,6,Widowed,Farming-fishing,Unmarried,White,Male,0,0,20,United-States
45694,68,Self-emp-not-inc,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,6,United-States
16366,61,Private,12th,8,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States
26156,64,Private,Doctorate,16,Widowed,Prof-specialty,Not-in-family,White,Male,0,0,80,United-States
35213,71,?,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,16,United-States
18458,66,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,25,United-States
47358,66,Private,7th-8th,4,Separated,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States
46879,71,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
13002,62,Private,HS-grad,9,Widowed,Craft-repair,Unmarried,White,Male,0,0,40,United-States
25072,70,Private,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,5,United-States
15257,74,?,HS-grad,9,Widowed,?,Not-in-family,White,Female,0,0,10,United-States
14481,61,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,30,United-States
1957,68,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
30628,70,Private,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,32,United-States
25381,76,Local-gov,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,13,United-States
2595,67,?,HS-grad,9,Widowed,?,Unmarried,White,Male,0,0,3,United-States
14179,71,?,HS-grad,9,Widowed,?,Not-in-family,White,Female,0,0,40,United-States
44374,67,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,2174,40,United-States
12371,69,Self-emp-inc,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States
7605,65,Local-gov,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
24651,64,Private,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Columbia
48118,63,Private,Some-college,10,Separated,Machine-op-inspct,Other-relative,Black,Female,0,0,37,United-States
12538,62,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
33807,71,Self-emp-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United-States
37800,63,Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,0,0,32,Mexico
12257,73,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,15,United-States
36306,66,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States
18567,64,Federal-gov,Assoc-acdm,12,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,United-States
31844,67,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,10,United-States
27019,65,?,HS-grad,9,Widowed,?,Not-in-family,Black,Female,0,0,40,United-States
4377,67,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1539,40,United-States
41251,73,Private,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
16256,64,Private,11th,7,Widowed,Tech-support,Unmarried,White,Female,0,0,16,United-States
2156,66,?,11th,7,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States
29660,66,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,24,United-States
33984,61,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States
979,78,Private,HS-grad,9,Widowed,Other-service,Not-in-family,Black,Female,2964,0,40,United-States
25876,62,Private,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,Black,Female,0,0,40,United-States
11664,64,Private,11th,7,Widowed,Farming-fishing,Unmarried,White,Female,0,0,40,United-States
32502,71,Private,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
9148,75,?,10th,6,Widowed,?,Other-relative,Asian-Pac-Islander,Female,0,0,1,China
34626,69,Private,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
19493,76,?,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,30,United-States
45405,70,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
7028,64,?,Masters,14,Married-civ-spouse,?,Husband,White,Male,0,0,2,United-States
17436,69,Self-emp-not-inc,7th-8th,4,Never-married,Farming-fishing,Other-relative,White,Male,1848,0,10,United-States
5849,67,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,8,United-States
45017,69,Private,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,25,?
42869,65,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
13228,69,Private,10th,6,Separated,Machine-op-inspct,Not-in-family,White,Female,0,0,28,Peru
33271,62,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,3137,0,40,United-States
40428,61,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States
27904,66,Local-gov,Bachelors,13,Widowed,Prof-specialty,Not-in-family,Black,Female,0,2206,25,United-States
26728,65,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
4614,77,?,9th,5,Married-civ-spouse,?,Husband,Black,Male,0,0,40,United-States
43843,73,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States
44031,65,State-gov,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,20,United-States
31879,61,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States
17294,66,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
17762,66,Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
36258,61,Private,HS-grad,9,Divorced,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States
43824,77,Private,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Female,0,1668,30,United-States
43337,70,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States
38725,64,Self-emp-inc,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
32424,61,Private,11th,7,Widowed,Handlers-cleaners,Not-in-family,White,Female,0,0,30,United-States
4126,65,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,20,United-States
8529,64,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
43898,62,Self-emp-not-inc,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
30398,61,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,38,United-States
553,72,Private,11th,7,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
5157,73,?,HS-grad,9,Widowed,?,Not-in-family,White,Female,0,0,8,United-States
33419,61,Private,Bachelors,13,Divorced,Sales,Unmarried,White,Male,0,0,40,United-States
320,62,Private,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,24,United-States
8500,66,?,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States
27580,61,?,Bachelors,13,Never-married,?,Not-in-family,White,Female,0,0,45,United-States
34647,81,Self-emp-not-inc,Bachelors,13,Widowed,Farming-fishing,Not-in-family,White,Male,0,0,30,United-States
32828,61,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States
11553,61,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
35642,63,Private,Bachelors,13,Widowed,Other-service,Other-relative,Black,Female,0,0,20,United-States
12248,75,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States
37007,62,Private,1st-4th,2,Married-civ-spouse,Priv-house-serv,Wife,Black,Female,0,0,30,United-States
32755,79,?,7th-8th,4,Widowed,?,Not-in-family,White,Male,0,0,40,United-States
41795,66,Self-emp-not-inc,HS-grad,9,Widowed,Tech-support,Not-in-family,White,Female,0,0,45,United-States
33081,64,State-gov,1st-4th,2,Married-civ-spouse,Farming-fishing,Husband,Other,Male,0,0,45,Columbia
28450,61,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States
4674,64,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
18563,63,Private,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
13624,71,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,36,United-States
12625,63,Self-emp-inc,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,70,United-States
47504,64,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,22,United-States
19862,77,Self-emp-inc,Doctorate,16,Married-civ-spouse,Farming-fishing,Husband,White,Male,20051,0,40,United-States
43583,61,Local-gov,HS-grad,9,Married-spouse-absent,Other-service,Not-in-family,White,Female,0,0,25,United-States
31781,62,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
39408,76,Local-gov,10th,6,Divorced,Transport-moving,Not-in-family,Black,Male,0,0,20,United-States
28806,63,Self-emp-inc,Some-college,10,Widowed,Sales,Not-in-family,White,Female,14084,0,60,United-States
24876,69,?,HS-grad,9,Divorced,?,Not-in-family,White,Female,0,0,40,United-States
10140,77,?,5th-6th,3,Married-civ-spouse,?,Husband,White,Male,0,0,20,United-States
36108,70,Local-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,22,United-States
14256,68,?,HS-grad,9,Widowed,?,Not-in-family,White,Male,0,0,32,United-States
1321,61,Local-gov,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,1471,0,35,United-States
32516,66,Federal-gov,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,3471,0,40,United-States
9376,66,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States
45628,73,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,Cuba
46363,64,Private,HS-grad,9,Separated,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States
44622,81,Private,7th-8th,4,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States
18679,70,Self-emp-not-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2246,8,United-States
918,67,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,United-States
45123,65,?,HS-grad,9,Never-married,?,Not-in-family,Black,Male,2346,0,40,United-States
21403,62,Self-emp-inc,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Black,Male,0,0,40,United-States
47153,80,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
46940,72,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,15,United-States
41911,61,Local-gov,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
14912,67,?,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,2414,0,40,United-States
19401,61,Self-emp-inc,Some-college,10,Widowed,Sales,Not-in-family,White,Female,0,0,20,United-States
41839,74,Local-gov,7th-8th,4,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
16005,64,?,HS-grad,9,Divorced,?,Not-in-family,White,Male,8614,0,40,United-States
8955,65,?,Assoc-voc,11,Married-civ-spouse,?,Husband,White,Male,0,0,50,United-States
27971,62,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,45,United-States
45381,62,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States
34876,61,Private,10th,6,Widowed,Craft-repair,Unmarried,Black,Female,0,2001,40,United-States
28545,63,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
4813,69,?,HS-grad,9,Divorced,?,Not-in-family,White,Female,0,0,40,United-States
30952,63,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,45,United-States
48396,61,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,3103,0,40,United-States
7298,63,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States
26155,68,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,44,United-States
36832,71,?,Masters,14,Married-civ-spouse,?,Husband,White,Male,0,0,8,United-States
34931,72,Private,1st-4th,2,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,36,United-States
35185,63,Private,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,24,Puerto-Rico
18280,72,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,England
14885,78,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,25,United-States
40138,77,Private,Doctorate,16,Widowed,Exec-managerial,Unmarried,White,Male,0,0,40,United-States
40157,61,Private,10th,6,Never-married,Other-service,Own-child,White,Female,4416,0,38,United-States
42450,81,Private,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,25,Portugal
